Area Code;Area Code (M49);Area;Item Code;Item Code (CPC);Item;Element Code;Element;Unit;Y1961;Y1961F;Y1962;Y1962F;Y1963;Y1963F;Y1964;Y1964F;Y1965;Y1965F;Y1966;Y1966F;Y1967;Y1967F;Y1968;Y1968F;Y1969;Y1969F;Y1970;Y1970F;Y1971;Y1971F;Y1972;Y1972F;Y1973;Y1973F;Y1974;Y1974F;Y1975;Y1975F;Y1976;Y1976F;Y1977;Y1977F;Y1978;Y1978F;Y1979;Y1979F;Y1980;Y1980F;Y1981;Y1981F;Y1982;Y1982F;Y1983;Y1983F;Y1984;Y1984F;Y1985;Y1985F;Y1986;Y1986F;Y1987;Y1987F;Y1988;Y1988F;Y1989;Y1989F;Y1990;Y1990F;Y1991;Y1991F;Y1992;Y1992F;Y1993;Y1993F;Y1994;Y1994F;Y1995;Y1995F;Y1996;Y1996F;Y1997;Y1997F;Y1998;Y1998F;Y1999;Y1999F;Y2000;Y2000F;Y2001;Y2001F;Y2002;Y2002F;Y2003;Y2003F;Y2004;Y2004F;Y2005;Y2005F;Y2006;Y2006F;Y2007;Y2007F;Y2008;Y2008F;Y2009;Y2009F;Y2010;Y2010F;Y2011;Y2011F;Y2012;Y2012F;Y2013;Y2013F;Y2014;Y2014F;Y2015;Y2015F;Y2016;Y2016F;Y2017;Y2017F;Y2018;Y2018F;Y2019;Y2019F;Y2020;Y2020F;Y2021;Y2021F
166;'591;Panama;661;'01640;Cocoa beans;5510;Production;tonnes;1300.000000;A;1200.000000;A;1000.000000;A;900.000000;A;700.000000;A;500.000000;A;500.000000;A;500.000000;A;600.000000;A;648.000000;A;530.000000;A;504.000000;A;500.000000;A;500.000000;A;810.000000;A;925.000000;A;768.000000;A;1192.000000;A;1450.000000;A;1640.000000;A;1751.000000;A;1515.000000;A;1332.000000;A;1987.000000;A;1406.000000;A;1696.000000;A;1551.000000;A;171.000000;A;649.000000;A;629.000000;A;636.000000;A;592.000000;A;551.000000;A;913.000000;A;850.000000;A;791.000000;A;736.000000;A;685.000000;A;638.000000;A;593.000000;A;301.000000;A;354.000000;A;417.000000;A;431.000000;A;466.000000;A;653.000000;A;686.000000;A;707.000000;A;561.000000;A;611.000000;A;711.000000;A;749.000000;A;627.000000;A;641.000000;A;572.000000;A;668.000000;A;660.000000;A;567.000000;A;1000.000000;T;1000.000000;T;1000.000000;T
168;'598;Papua New Guinea;661;'01640;Cocoa beans;5312;Area harvested;ha;27465.000000;T;30690.000000;T;32000.000000;E;56300.000000;A;40000.000000;E;37000.000000;A;45000.000000;T;52400.000000;A;55396.000000;A;54389.000000;A;55262.000000;A;59187.000000;A;61600.000000;A;70100.000000;T;76700.000000;T;75219.000000;A;80000.000000;A;82000.000000;A;75000.000000;A;78000.000000;A;80000.000000;A;78000.000000;A;78000.000000;A;76000.000000;A;80000.000000;A;88000.000000;A;91600.000000;E;92700.000000;E;94500.000000;E;89000.000000;E;77491.000000;I;89000.000000;E;87743.000000;I;80000.000000;E;71954.000000;I;90000.000000;E;92000.000000;E;95000.000000;E;95000.000000;E;98000.000000;E;90901.000000;I;100210.000000;I;98000.000000;E;97000.000000;T;110000.000000;T;120000.000000;T;120000.000000;T;132000.000000;E;145000.000000;E;95514.000000;I;116748.000000;I;95250.000000;I;101530.000000;I;111003.000000;I;113179.000000;I;92779.000000;I;91073.000000;I;84383.000000;I;90844.000000;I;96909.000000;I;107346.000000;I
168;'598;Papua New Guinea;661;'01640;Cocoa beans;5419;Yield;hg/ha;3376.000000;T;4562.000000;T;4844.000000;I;3323.000000;E;5110.000000;I;5189.000000;E;4756.000000;T;4561.000000;E;4802.000000;E;4799.000000;E;5266.000000;E;4950.000000;E;3782.000000;E;4750.000000;T;4694.000000;T;4241.000000;E;3563.000000;E;3598.000000;E;3600.000000;E;4000.000000;E;3963.000000;E;3322.000000;E;3535.000000;E;4303.000000;E;4405.000000;E;3711.000000;E;3493.000000;E;3883.000000;E;4974.000000;E;4308.000000;I;4123.000000;E;4190.000000;E;4073.000000;E;3909.000000;E;4030.000000;E;4000.000000;E;4348.000000;E;3137.000000;E;3747.000000;E;4776.000000;E;4268.000000;E;4231.000000;E;4337.000000;E;4010.000000;E;4345.000000;E;4258.000000;E;4108.000000;E;3902.000000;E;4097.000000;E;4125.000000;E;4077.000000;E;4063.000000;E;4058.000000;E;4087.000000;E;3190.000000;E;4096.000000;E;4052.000000;E;3946.000000;E;3930.000000;E;3921.000000;E;3913.000000;E
168;'598;Papua New Guinea;661;'01640;Cocoa beans;5510;Production;tonnes;9271.000000;T;14000.000000;A;15500.000000;A;18706.000000;A;20438.000000;A;19200.000000;A;21400.000000;A;23900.000000;A;26600.000000;A;26100.000000;A;29100.000000;A;29300.000000;A;23300.000000;A;33300.000000;A;36000.000000;A;31900.000000;A;28500.000000;A;29500.000000;A;27000.000000;A;31200.000000;A;31700.000000;A;25909.000000;A;27572.000000;A;32701.000000;A;35239.000000;A;32661.000000;A;32000.000000;T;36000.000000;T;47000.000000;T;38343.000000;A;31946.000000;A;37294.000000;A;35735.000000;A;31275.000000;A;29000.000000;T;36000.000000;T;40000.000000;T;29800.000000;T;35600.000000;T;46800.000000;T;38800.000000;T;42400.000000;T;42500.000000;T;38900.000000;T;47800.000000;T;51100.000000;T;49300.000000;T;51500.000000;T;59400.000000;T;39400.000000;T;47600.000000;T;38700.000000;T;41200.000000;T;45368.790000;I;36100.000000;T;38000.000000;T;36900.000000;T;33300.000000;T;35700.000000;T;38000.000000;T;42000.000000;T
170;'604;Peru;661;'01640;Cocoa beans;5312;Area harvested;ha;5600.000000;A;5500.000000;E;5560.000000;A;4760.000000;A;4770.000000;A;4399.000000;A;4400.000000;A;3667.000000;A;4231.000000;A;4251.000000;A;4304.000000;A;4381.000000;A;4705.000000;A;4984.000000;A;5221.000000;A;5160.000000;A;7805.000000;A;8147.000000;A;8532.000000;A;8617.000000;A;10045.000000;A;10508.000000;A;11773.000000;A;13394.000000;A;17784.000000;A;22739.000000;A;29543.000000;A;32451.000000;A;32856.000000;A;31011.000000;A;28814.000000;A;28000.000000;E;28238.000000;A;23657.000000;A;36324.000000;A;32200.000000;A;31999.000000;A;34786.000000;A;34375.000000;A;41284.000000;A;45735.000000;A;46820.000000;A;49787.000000;A;50879.000000;A;50313.000000;A;56732.000000;A;59835.000000;A;63626.000000;A;66335.000000;A;77192.000000;A;84174.000000;A;83999.000000;A;97658.000000;A;106635.000000;A;120374.000000;A;125580.000000;A;147304.000000;A;160419.000000;A;170017.000000;A;177674.000000;A;184843.000000;A
170;'604;Peru;661;'01640;Cocoa beans;5419;Yield;hg/ha;4800.000000;E;4480.000000;I;4802.000000;E;5618.000000;E;3849.000000;E;4885.000000;E;5230.000000;E;4895.000000;E;5701.000000;E;4956.000000;E;5049.000000;E;5092.000000;E;5114.000000;E;5106.000000;E;5091.000000;E;5052.000000;E;5122.000000;E;4958.000000;E;4995.000000;E;5129.000000;E;5288.000000;E;5753.000000;E;5220.000000;E;4854.000000;E;4517.000000;E;4874.000000;E;4766.000000;E;5133.000000;E;5422.000000;E;4771.000000;E;5370.000000;A;5357.000000;E;5301.000000;A;5684.000000;A;6250.000000;A;7102.000000;A;6095.000000;A;6363.000000;A;6099.000000;A;6067.000000;A;5172.000000;A;5173.000000;A;4864.000000;A;5095.000000;A;5020.000000;A;5583.000000;A;5246.000000;A;5344.000000;A;5548.000000;A;6039.000000;A;6712.000000;A;7440.000000;A;7288.000000;A;7657.000000;A;7692.000000;A;8594.000000;A;8270.000000;A;8395.000000;A;8339.000000;A;8946.000000;A;8668.000000;A
170;'604;Peru;661;'01640;Cocoa beans;5510;Production;tonnes;2688.000000;A;2464.000000;A;2670.000000;A;2674.000000;A;1836.000000;A;2149.000000;A;2301.000000;A;1795.000000;A;2412.000000;A;2107.000000;A;2173.000000;A;2231.000000;A;2406.000000;A;2545.000000;A;2658.000000;A;2607.000000;A;3998.000000;A;4039.000000;A;4262.000000;A;4420.000000;A;5312.000000;A;6045.000000;A;6145.000000;A;6501.000000;A;8033.000000;A;11082.000000;A;14080.000000;A;16658.000000;A;17813.000000;A;14796.000000;A;15473.000000;A;15000.000000;E;14970.000000;A;13446.000000;A;22704.000000;A;22867.000000;A;19504.000000;A;22134.000000;A;20964.000000;A;25049.000000;A;23652.000000;A;24219.000000;A;24214.000000;A;25921.000000;A;25257.000000;A;31676.000000;A;31387.000000;A;34003.000000;A;36803.000000;A;46613.000000;A;56499.000000;A;62491.580000;A;71175.410000;A;81651.000000;A;92592.000000;A;107921.510000;A;121814.000000;A;134675.740000;A;141775.250000;A;158943.580000;A;160221.690000;A
171;'608;Philippines;661;'01640;Cocoa beans;5312;Area harvested;ha;9040.000000;A;9740.000000;A;9170.000000;A;9630.000000;A;9390.000000;A;9400.000000;A;8800.000000;A;9220.000000;A;9200.000000;A;8400.000000;A;7400.000000;A;6900.000000;A;7100.000000;A;6900.000000;A;6570.000000;A;4010.000000;A;4500.000000;A;4150.000000;A;4500.000000;A;4680.000000;A;7400.000000;A;10900.000000;A;11305.000000;A;11600.000000;A;14901.000000;A;15752.000000;A;17485.000000;A;17743.000000;A;18215.000000;A;18377.000000;A;17287.000000;A;16791.000000;A;16794.000000;A;16146.000000;A;16235.000000;A;15861.000000;A;15151.000000;A;14959.000000;A;15018.000000;A;12077.000000;A;11997.000000;A;11525.000000;A;10846.000000;A;10845.000000;A;10719.000000;A;10354.000000;A;9985.000000;A;9751.000000;A;9538.000000;A;9463.000000;A;9582.000000;A;9338.000000;A;9431.000000;A;12035.000000;A;13911.000000;A;14816.000000;A;18264.000000;A;27133.000000;A;30257.000000;A;31299.000000;A;31501.000000;A
171;'608;Philippines;661;'01640;Cocoa beans;5419;Yield;hg/ha;3540.000000;E;3491.000000;E;3817.000000;E;4341.000000;E;4272.000000;E;4255.000000;E;3977.000000;E;4447.000000;E;4783.000000;E;5119.000000;E;4865.000000;E;5072.000000;E;5070.000000;E;5942.000000;E;5043.000000;E;7980.000000;E;6542.000000;E;7427.000000;E;8504.000000;E;8848.000000;E;5574.000000;E;4906.000000;E;4841.000000;E;4167.000000;E;4071.000000;E;4217.000000;E;5060.000000;E;5124.000000;E;5141.000000;E;5359.000000;E;5544.000000;A;4489.000000;A;4589.000000;A;4921.000000;A;4883.000000;A;4978.000000;A;5177.000000;A;4938.000000;A;5105.000000;A;5488.000000;A;5444.000000;A;5035.000000;A;5249.000000;A;5208.000000;A;5298.000000;A;5230.000000;A;5245.000000;A;5280.000000;A;5383.000000;A;5304.000000;A;5068.000000;A;5173.000000;A;5170.000000;A;4510.000000;A;4330.000000;A;4227.000000;A;3838.000000;A;2942.000000;A;2806.000000;A;2984.000000;A;3175.000000;A
171;'608;Philippines;661;'01640;Cocoa beans;5510;Production;tonnes;3200.000000;A;3400.000000;A;3500.000000;A;4180.000000;A;4011.000000;A;4000.000000;A;3500.000000;A;4100.000000;A;4400.000000;A;4300.000000;A;3600.000000;A;3500.000000;A;3600.000000;A;4100.000000;A;3313.000000;A;3200.000000;A;2944.000000;A;3082.000000;A;3827.000000;A;4141.000000;A;4125.000000;A;5348.000000;A;5473.000000;A;4834.000000;A;6066.000000;A;6642.000000;A;8848.000000;A;9092.000000;A;9364.000000;A;9848.000000;A;9584.000000;A;7537.000000;A;7707.000000;A;7945.000000;A;7927.000000;A;7895.000000;A;7844.000000;A;7387.000000;A;7667.000000;A;6628.000000;A;6531.000000;A;5803.000000;A;5693.000000;A;5648.000000;A;5679.000000;A;5415.000000;A;5237.000000;A;5149.000000;A;5134.000000;A;5019.000000;A;4856.000000;A;4831.000000;A;4876.000000;A;5427.660000;A;6023.000000;A;6262.770000;A;7009.100000;A;7983.200000;A;8488.600000;A;9340.740000;A;10000.070000;A
189;'662;Saint Lucia;661;'01640;Cocoa beans;5312;Area harvested;ha;430.000000;E;290.000000;E;290.000000;E;290.000000;E;150.000000;E;140.000000;E;140.000000;E;140.000000;E;140.000000;E;140.000000;E;140.000000;E;140.000000;E;270.000000;E;140.000000;E;140.000000;E;140.000000;E;140.000000;E;140.000000;E;150.000000;E;100.000000;E;70.000000;E;70.000000;E;75.000000;E;80.000000;E;120.000000;E;120.000000;E;120.000000;E;120.000000;E;120.000000;E;60.000000;E;70.000000;E;80.000000;E;85.000000;E;70.000000;E;40.000000;E;44.000000;I;40.000000;I;30.000000;E;35.000000;E;30.000000;E;40.000000;E;40.000000;E;40.000000;E;48.000000;I;54.000000;I;40.000000;E;50.000000;E;58.000000;I;73.000000;I;36.000000;I;27.000000;I;14.000000;I;29.000000;A;9.000000;I;15.000000;I;11.000000;I;9.000000;I;7.000000;I;9.000000;I;7.000000;I;13.000000;I
189;'662;Saint Lucia;661;'01640;Cocoa beans;5419;Yield;hg/ha;6977.000000;I;6897.000000;I;6897.000000;I;6897.000000;I;6667.000000;I;7143.000000;E;7143.000000;E;7143.000000;E;7143.000000;E;7143.000000;E;7143.000000;E;7143.000000;E;6852.000000;I;7143.000000;E;7143.000000;E;7143.000000;E;7143.000000;E;7143.000000;I;7200.000000;I;7200.000000;I;6857.000000;I;7143.000000;I;7867.000000;I;8125.000000;I;8333.000000;E;8333.000000;E;8333.000000;E;8333.000000;E;8333.000000;E;8000.000000;I;7714.000000;E;7500.000000;E;8118.000000;E;7286.000000;E;7000.000000;E;7308.000000;E;7551.000000;E;7667.000000;E;7429.000000;E;7667.000000;E;7500.000000;E;8033.000000;E;9428.000000;E;10615.000000;E;12015.000000;E;13750.000000;E;16200.000000;E;17382.000000;E;15004.000000;E;15993.000000;E;16979.000000;E;18080.000000;E;19693.000000;A;20525.000000;E;21204.000000;E;21715.000000;E;22149.000000;E;22720.000000;E;23396.000000;E;24065.000000;E;24733.000000;E
189;'662;Saint Lucia;661;'01640;Cocoa beans;5510;Production;tonnes;300.000000;A;200.000000;A;200.000000;A;200.000000;A;100.000000;A;100.000000;T;100.000000;T;100.000000;T;100.000000;T;100.000000;T;100.000000;T;100.000000;T;185.000000;A;100.000000;T;100.000000;T;100.000000;T;100.000000;T;100.000000;A;108.000000;A;72.000000;A;48.000000;A;50.000000;A;59.000000;A;65.000000;A;100.000000;T;100.000000;T;100.000000;T;100.000000;T;100.000000;T;48.000000;A;54.000000;A;60.000000;A;69.000000;A;51.000000;A;28.000000;A;32.000000;A;30.000000;A;23.000000;A;26.000000;A;23.000000;A;30.000000;E;32.130000;I;37.710000;I;50.930000;I;65.000000;A;55.000000;A;81.000000;A;100.000000;A;110.000000;A;57.000000;A;46.100000;A;25.200000;A;57.700000;A;19.000000;A;32.000000;A;23.000000;A;21.000000;A;17.000000;A;20.000000;A;18.000000;A;33.000000;A
191;'670;Saint Vincent and the Grenadines;661;'01640;Cocoa beans;5312;Area harvested;ha;250.000000;E;300.000000;E;350.000000;E;400.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;550.000000;E;550.000000;E;550.000000;E;550.000000;E;550.000000;A;550.000000;A;560.000000;E;600.000000;E;620.000000;E;620.000000;E;630.000000;E;630.000000;E;630.000000;E;640.000000;E;640.000000;E;650.000000;E;650.000000;E;655.000000;E;660.000000;E;665.000000;E;690.000000;I;670.000000;E;700.000000;E;710.000000;E;720.000000;E;730.000000;E;675.000000;E;670.000000;T;675.000000;E;680.000000;E;670.000000;E;680.000000;E;690.000000;E;724.000000;I;680.000000;E;740.000000;E;750.000000;E;754.000000;I;762.000000;I;780.000000;E;785.000000;E;789.000000;I;782.000000;I;786.000000;I;792.000000;I;801.000000;I;809.000000;I;814.000000;I;820.000000;I
191;'670;Saint Vincent and the Grenadines;661;'01640;Cocoa beans;5419;Yield;hg/ha;1600.000000;I;1800.000000;I;1943.000000;I;2050.000000;I;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2055.000000;E;2055.000000;E;2055.000000;E;2055.000000;E;2182.000000;I;2182.000000;I;2143.000000;E;2167.000000;E;2177.000000;E;2177.000000;E;2222.000000;E;2302.000000;E;2302.000000;E;2344.000000;E;2344.000000;E;2462.000000;E;2462.000000;E;2519.000000;E;2576.000000;E;2632.000000;E;2608.000000;E;2612.000000;E;2571.000000;E;2606.000000;E;2639.000000;E;2740.000000;E;2593.000000;E;2537.000000;E;2667.000000;E;2794.000000;E;2687.000000;E;2794.000000;E;2758.000000;E;2762.000000;E;2794.000000;E;2703.000000;E;2800.000000;E;2772.000000;E;2769.000000;E;2756.000000;E;2803.000000;E;2794.000000;E;2785.000000;E;2789.000000;E;2793.000000;E;2794.000000;E;2789.000000;E;2791.000000;E;2793.000000;E
191;'670;Saint Vincent and the Grenadines;661;'01640;Cocoa beans;5510;Production;tonnes;40.000000;A;54.000000;A;68.000000;A;82.000000;A;100.000000;E;100.000000;E;100.000000;E;100.000000;E;100.000000;E;100.000000;E;100.000000;E;100.000000;E;113.000000;T;113.000000;T;113.000000;T;113.000000;T;120.000000;E;120.000000;E;120.000000;E;130.000000;E;135.000000;E;135.000000;E;140.000000;E;145.000000;E;145.000000;E;150.000000;E;150.000000;E;160.000000;E;160.000000;E;165.000000;E;170.000000;E;175.000000;E;180.000000;E;175.000000;E;180.000000;E;185.000000;E;190.000000;E;200.000000;E;175.000000;E;170.000000;E;180.000000;E;190.000000;E;180.000000;E;190.000000;E;190.340000;I;200.000000;E;190.000000;E;200.000000;E;210.000000;E;209.120000;I;210.930000;I;215.000000;E;220.000000;E;220.320000;I;217.890000;I;219.110000;I;221.090000;I;223.870000;I;225.640000;I;227.290000;I;228.950000;I
244;'882;Samoa;661;'01640;Cocoa beans;5312;Area harvested;ha;8903.000000;A;12141.000000;A;10117.000000;A;10117.000000;A;6000.000000;E;8000.000000;E;8000.000000;E;7082.000000;A;6515.000000;A;7000.000000;E;7284.000000;T;5000.000000;E;5000.000000;E;5300.000000;E;5000.000000;A;5000.000000;A;5000.000000;A;5000.000000;A;5000.000000;A;5000.000000;T;7500.000000;E;5000.000000;E;5000.000000;E;4940.000000;A;4940.000000;A;3000.000000;T;2200.000000;T;2200.000000;T;2660.000000;A;1400.000000;E;1000.000000;E;4500.000000;E;2215.000000;I;1800.000000;E;2212.000000;I;2227.000000;I;2239.000000;I;2251.000000;I;2300.000000;E;2300.000000;E;2300.000000;E;2300.000000;E;2300.000000;E;2300.000000;E;2300.000000;E;2300.000000;E;2350.000000;E;2350.000000;E;2350.000000;E;2350.000000;E;2400.000000;E;2400.000000;E;2400.000000;E;2522.000000;I;2532.000000;I;2546.000000;I;2573.000000;I;2582.000000;I;2602.000000;I;2620.000000;I;2638.000000;I
244;'882;Samoa;661;'01640;Cocoa beans;5419;Yield;hg/ha;4830.000000;E;4172.000000;I;5041.000000;E;5041.000000;E;3833.000000;I;3625.000000;I;4125.000000;I;3883.000000;E;4912.000000;E;3714.000000;I;4256.000000;T;3400.000000;I;2800.000000;I;3019.000000;I;3200.000000;E;3000.000000;E;4400.000000;E;2482.000000;E;3264.000000;E;2432.000000;T;2800.000000;E;2600.000000;E;2400.000000;E;3036.000000;T;2429.000000;T;2237.000000;T;3182.000000;T;2273.000000;T;2237.000000;E;2143.000000;E;2200.000000;E;2222.000000;E;2191.000000;E;2222.000000;E;2185.000000;E;2177.000000;E;2170.000000;E;2165.000000;E;2174.000000;E;2161.000000;E;2166.000000;E;2169.000000;E;2171.000000;E;2169.000000;E;2166.000000;E;2164.000000;E;2255.000000;E;2091.000000;E;2041.000000;E;1977.000000;E;1833.000000;E;1875.000000;E;1854.000000;E;1890.000000;E;1893.000000;E;1881.000000;E;1866.000000;E;1867.000000;E;1850.000000;E;1836.000000;E;1822.000000;E
244;'882;Samoa;661;'01640;Cocoa beans;5510;Production;tonnes;4300.000000;A;5065.000000;E;5100.000000;A;5100.000000;A;2300.000000;A;2900.000000;A;3300.000000;A;2750.000000;A;3200.000000;A;2600.000000;A;3100.000000;A;1700.000000;A;1400.000000;A;1600.000000;A;1600.000000;A;1500.000000;A;2200.000000;A;1241.000000;A;1632.000000;A;1216.000000;A;2100.000000;T;1300.000000;T;1200.000000;T;1500.000000;T;1200.000000;T;671.000000;A;700.000000;T;500.000000;T;595.000000;A;300.000000;E;220.000000;A;1000.000000;E;485.190000;I;400.000000;E;483.170000;I;484.770000;I;485.920000;I;487.230000;I;500.000000;A;497.100000;I;498.110000;I;498.800000;I;499.230000;I;498.900000;I;498.170000;I;497.800000;I;530.000000;E;491.330000;I;479.530000;I;464.490000;I;440.000000;E;450.000000;E;445.000000;E;476.630000;I;479.240000;I;478.830000;I;480.050000;I;481.960000;I;481.510000;I;481.080000;I;480.650000;I
193;'678;Sao Tome and Principe;661;'01640;Cocoa beans;5312;Area harvested;ha;31000.000000;E;32000.000000;E;32000.000000;E;32000.000000;E;32000.000000;E;32000.000000;E;32000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;33000.000000;E;30000.000000;E;30000.000000;E;25000.000000;E;25000.000000;E;25000.000000;E;25000.000000;E;26000.000000;E;25262.000000;A;24162.000000;A;24162.000000;A;24162.000000;A;24162.000000;A;24000.000000;E;20000.000000;E;19000.000000;E;16000.000000;E;20000.000000;E;22000.000000;E;24000.000000;T;24000.000000;T;23201.000000;I;28000.000000;E;21000.000000;E;14000.000000;E;14110.000000;I;21000.000000;E;15000.000000;E;19000.000000;E;21300.000000;I;24161.000000;A;20340.000000;I;24500.000000;A;30226.000000;I;28103.000000;I;28836.000000;I;34529.000000;I;30060.000000;I;29721.000000;I;30229.000000;I;30755.000000;I
193;'678;Sao Tome and Principe;661;'01640;Cocoa beans;5419;Yield;hg/ha;2935.000000;I;3000.000000;I;2438.000000;I;3344.000000;I;2781.000000;I;3406.000000;I;3406.000000;I;3212.000000;I;2758.000000;I;2939.000000;I;3344.000000;I;3150.000000;I;3424.000000;I;3152.000000;E;2394.000000;E;2121.000000;E;1667.000000;E;2121.000000;I;2273.000000;E;1727.000000;E;1970.000000;E;1700.000000;E;1567.000000;E;1351.000000;I;1539.000000;I;1613.000000;I;1583.000000;I;1942.000000;I;1467.000000;E;1158.000000;E;1185.000000;A;1733.000000;A;1859.000000;A;1875.000000;E;1836.000000;E;1975.000000;E;1961.000000;E;1964.000000;E;1908.000000;E;1424.000000;E;1522.000000;E;1492.000000;E;1364.000000;E;1190.000000;E;1316.000000;E;1347.000000;E;1333.000000;E;1333.000000;E;1316.000000;E;1221.000000;E;918.000000;A;1096.000000;E;1068.000000;A;1059.000000;E;1067.000000;E;1041.000000;E;1014.000000;E;1013.000000;E;1009.000000;E;992.000000;E;975.000000;E
193;'678;Sao Tome and Principe;661;'01640;Cocoa beans;5510;Production;tonnes;9100.000000;A;9600.000000;A;7800.000000;A;10700.000000;A;8900.000000;A;10900.000000;A;10900.000000;A;10600.000000;A;9100.000000;A;9700.000000;A;11034.000000;A;10395.000000;A;11300.000000;A;10400.000000;T;7900.000000;T;7000.000000;T;5500.000000;T;7000.000000;A;7500.000000;T;5700.000000;T;6500.000000;T;5100.000000;T;4700.000000;T;3378.000000;A;3848.000000;A;4032.000000;A;3957.000000;A;5050.000000;A;3707.000000;A;2799.000000;A;2862.000000;A;4188.000000;A;4492.000000;A;4500.000000;A;3671.000000;A;3753.000000;A;3138.000000;A;3928.000000;A;4197.000000;A;3418.000000;A;3652.000000;A;3462.000000;A;3820.000000;A;2500.000000;A;1843.000000;A;1900.000000;A;2800.000000;T;2000.000000;T;2500.000000;T;2600.000000;T;2218.500000;A;2229.600000;A;2617.000000;A;3200.000000;T;3000.000000;T;3001.000000;A;3501.000000;A;3045.500000;A;3000.000000;T;3000.000000;T;3000.000000;T
197;'694;Sierra Leone;661;'01640;Cocoa beans;5312;Area harvested;ha;6000.000000;E;10000.000000;E;7000.000000;E;7000.000000;E;7000.000000;E;10000.000000;E;9000.000000;E;12000.000000;E;9000.000000;E;12000.000000;E;11000.000000;E;16000.000000;E;18000.000000;E;14000.000000;E;15000.000000;E;14000.000000;E;13000.000000;E;17000.000000;E;22000.000000;E;21000.000000;E;22000.000000;E;35000.000000;E;30000.000000;E;40000.000000;E;45000.000000;E;50000.000000;E;55000.000000;E;52000.000000;E;55000.000000;E;57500.000000;E;67453.000000;I;15173.000000;I;15076.000000;I;32000.000000;E;27000.000000;E;29000.000000;E;35000.000000;E;38000.000000;E;30000.000000;E;40000.000000;E;40000.000000;E;36000.000000;E;33000.000000;E;36000.000000;E;37000.000000;E;38000.000000;E;38000.000000;E;29000.000000;E;28000.000000;E;50000.000000;E;50000.000000;E;50000.000000;E;42000.000000;E;44000.000000;E;30072.000000;I;114587.000000;A;116879.000000;A;119216.000000;A;24428.000000;A;132513.000000;A;47747.000000;I
197;'694;Sierra Leone;661;'01640;Cocoa beans;5419;Yield;hg/ha;4733.000000;E;4780.000000;E;4729.000000;E;4543.000000;E;4257.000000;E;4534.000000;E;4299.000000;E;4199.000000;E;4202.000000;E;4233.000000;E;4336.000000;E;4393.000000;E;4406.000000;E;4238.000000;E;4227.000000;E;4136.000000;E;4195.000000;E;4176.000000;E;4141.000000;E;4046.000000;E;4103.000000;I;4314.000000;I;4167.000000;I;4150.000000;I;4133.000000;I;4180.000000;I;4273.000000;I;4558.000000;I;4400.000000;I;4174.000000;I;3558.000000;E;3559.000000;E;3582.000000;E;3668.000000;E;3704.000000;E;3793.000000;E;3714.000000;E;3816.000000;E;3640.000000;E;3000.000000;E;2750.000000;E;3194.000000;E;3636.000000;E;3750.000000;E;4054.000000;E;3668.000000;E;3684.000000;E;3621.000000;E;3571.000000;E;3940.000000;E;3600.000000;E;3600.000000;E;3536.000000;E;3882.000000;E;3990.000000;E;4163.000000;A;4184.000000;A;4207.000000;A;5996.000000;A;1358.000000;E;3142.000000;E
197;'694;Sierra Leone;661;'01640;Cocoa beans;5510;Production;tonnes;2840.000000;E;4780.000000;E;3310.000000;E;3180.000000;E;2980.000000;E;4534.000000;E;3869.000000;E;5039.000000;E;3782.000000;E;5080.000000;E;4770.000000;E;7028.000000;E;7931.000000;E;5933.000000;E;6340.000000;E;5790.000000;E;5454.000000;E;7100.000000;E;9111.000000;E;8497.000000;E;9026.000000;A;15100.000000;A;12500.000000;A;16600.000000;A;18600.000000;A;20900.000000;A;23500.000000;A;23700.000000;A;24200.000000;A;24000.000000;A;24000.000000;A;5400.000000;A;5400.000000;A;11737.000000;A;10000.000000;E;11000.000000;E;13000.000000;A;14500.000000;E;10920.000000;A;12000.000000;E;11000.000000;E;11500.000000;E;12000.000000;E;13500.000000;E;15000.000000;E;13940.000000;A;14000.000000;E;10500.000000;T;10000.000000;T;19700.000000;A;18000.000000;A;18000.000000;T;14850.000000;T;17081.740000;I;12000.000000;T;47705.000000;A;48903.000000;A;50150.000000;A;14648.000000;A;18000.000000;T;15000.000000;T
