Area Code;Area Code (M49);Area;Item Code;Item Code (CPC);Item;Element Code;Element;Unit;Y1961;Y1961F;Y1962;Y1962F;Y1963;Y1963F;Y1964;Y1964F;Y1965;Y1965F;Y1966;Y1966F;Y1967;Y1967F;Y1968;Y1968F;Y1969;Y1969F;Y1970;Y1970F;Y1971;Y1971F;Y1972;Y1972F;Y1973;Y1973F;Y1974;Y1974F;Y1975;Y1975F;Y1976;Y1976F;Y1977;Y1977F;Y1978;Y1978F;Y1979;Y1979F;Y1980;Y1980F;Y1981;Y1981F;Y1982;Y1982F;Y1983;Y1983F;Y1984;Y1984F;Y1985;Y1985F;Y1986;Y1986F;Y1987;Y1987F;Y1988;Y1988F;Y1989;Y1989F;Y1990;Y1990F;Y1991;Y1991F;Y1992;Y1992F;Y1993;Y1993F;Y1994;Y1994F;Y1995;Y1995F;Y1996;Y1996F;Y1997;Y1997F;Y1998;Y1998F;Y1999;Y1999F;Y2000;Y2000F;Y2001;Y2001F;Y2002;Y2002F;Y2003;Y2003F;Y2004;Y2004F;Y2005;Y2005F;Y2006;Y2006F;Y2007;Y2007F;Y2008;Y2008F;Y2009;Y2009F;Y2010;Y2010F;Y2011;Y2011F;Y2012;Y2012F;Y2013;Y2013F;Y2014;Y2014F;Y2015;Y2015F;Y2016;Y2016F;Y2017;Y2017F;Y2018;Y2018F;Y2019;Y2019F;Y2020;Y2020F;Y2021;Y2021F
74;'266;Gabon;661;'01640;Cocoa beans;5419;Yield;hg/ha;3190.000000;I;3360.000000;I;3600.000000;I;4000.000000;I;2170.000000;I;1901.000000;I;1846.000000;I;1900.000000;I;1746.000000;I;2438.000000;I;2012.000000;I;2012.000000;I;2060.000000;I;1948.000000;E;2068.000000;T;1743.000000;T;1787.000000;E;1767.000000;E;2264.000000;I;1816.000000;I;1357.000000;I;1381.000000;E;1190.000000;E;798.000000;I;750.000000;E;814.000000;I;787.000000;I;901.000000;I;900.000000;I;683.000000;I;1001.000000;E;1463.000000;E;1092.000000;E;718.000000;E;868.000000;E;870.000000;E;858.000000;E;769.000000;E;875.000000;E;769.000000;E;706.000000;E;714.000000;E;706.000000;E;690.000000;E;750.000000;E;714.000000;E;769.000000;E;741.000000;E;745.000000;E;761.000000;E;968.000000;E;286.000000;E;571.000000;E;650.000000;E;628.000000;E;627.000000;E;621.000000;E;626.000000;E;639.000000;E;634.000000;E;630.000000;E
74;'266;Gabon;661;'01640;Cocoa beans;5510;Production;tonnes;3190.000000;A;3360.000000;A;3600.000000;A;4000.000000;A;2170.000000;A;4296.000000;A;4061.000000;A;4751.000000;A;4366.000000;A;6095.000000;A;5031.000000;A;5030.000000;A;5151.000000;A;4869.000000;T;4549.000000;T;3573.000000;T;3573.000000;A;3710.000000;A;4754.000000;A;3814.000000;A;2850.000000;A;2900.000000;T;2500.000000;T;1595.000000;A;1500.000000;T;1628.000000;A;1574.000000;A;1802.000000;A;1800.000000;A;1502.000000;A;1802.000000;A;2925.000000;A;1966.000000;A;718.000000;A;774.000000;A;1022.000000;A;686.000000;A;500.000000;T;700.000000;T;500.000000;T;600.000000;T;500.000000;T;600.000000;T;200.000000;T;300.000000;T;200.000000;T;100.000000;T;200.000000;T;200.000000;T;100.000000;T;600.000000;T;100.000000;T;200.000000;T;214.340000;I;100.000000;T;100.000000;T;100.000000;T;100.000000;T;100.000000;T;100.000000;T;63.190000;I
81;'288;Ghana;661;'01640;Cocoa beans;5312;Area harvested;ha;1756000.000000;E;1800000.000000;E;1820000.000000;E;1848000.000000;E;1830000.000000;E;1350000.000000;E;1450000.000000;E;1300000.000000;E;1450000.000000;E;1451000.000000;A;1500000.000000;E;1450000.000000;E;1400000.000000;E;1400000.000000;E;1400000.000000;E;1300000.000000;E;1200000.000000;E;1200000.000000;E;1200000.000000;E;1200000.000000;E;1200000.000000;E;900000.000000;E;800000.000000;E;800000.000000;E;900000.000000;E;912000.000000;A;739371.000000;A;720071.000000;A;700286.000000;A;693249.000000;A;720898.000000;A;720898.000000;A;702061.000000;A;686531.000000;A;1000000.000000;E;1050000.000000;E;1074970.000000;A;1364530.000000;A;1300000.000000;E;1500000.000000;E;1350000.000000;E;1195000.000000;A;1500000.000000;E;2000000.000000;E;1850000.000000;A;1835000.000000;A;1463000.000000;E;1822500.000000;E;1600000.000000;A;1600200.000000;A;1600300.000000;A;1600300.000000;A;1600300.000000;A;1683765.000000;A;1683765.000000;A;1683765.000000;T;1863830.000000;I;1701251.000000;I;1488374.000000;I;1887726.000000;I;1457677.000000;I
81;'288;Ghana;661;'01640;Cocoa beans;5419;Yield;hg/ha;2364.000000;I;2378.000000;I;2351.000000;I;3141.000000;I;2272.000000;I;2823.000000;I;2921.000000;I;2515.000000;I;2857.000000;I;2798.000000;E;3133.000000;I;2867.000000;I;2450.000000;I;2751.000000;I;2838.000000;I;2513.000000;I;2312.000000;I;2235.000000;I;2340.000000;I;2310.000000;I;2054.000000;I;2250.000000;I;2101.000000;I;2084.000000;I;2160.000000;I;2482.000000;E;2545.000000;E;3426.000000;E;4213.000000;E;4232.000000;E;3354.000000;A;4330.000000;A;3627.000000;A;4196.000000;A;4039.000000;E;3838.000000;E;3000.000000;A;3000.000000;A;3340.000000;E;2911.000000;E;2886.000000;E;2850.000000;A;3313.000000;E;3685.000000;E;4000.000000;A;4000.000000;A;4200.000000;E;3735.000000;E;4441.000000;A;3950.000000;A;4374.000000;A;5495.000000;A;5221.000000;A;5100.000000;A;5100.000000;A;5100.000000;E;5201.000000;E;5318.000000;E;5454.000000;E;5546.000000;E;5639.000000;E
81;'288;Ghana;661;'01640;Cocoa beans;5510;Production;tonnes;415200.000000;A;428100.000000;A;427800.000000;A;580500.000000;A;415800.000000;A;381100.000000;A;423500.000000;A;327000.000000;A;414300.000000;A;406000.000000;A;470000.000000;A;415700.000000;A;343000.000000;A;385100.000000;A;397300.000000;A;326700.000000;A;277400.000000;A;268200.000000;A;280800.000000;A;277200.000000;A;246500.000000;A;202500.000000;A;168100.000000;A;166700.000000;A;194400.000000;A;226400.000000;A;188170.000000;A;246700.000000;A;295052.000000;A;293355.000000;A;241796.000000;A;312122.000000;A;254652.000000;A;288075.000000;A;403900.000000;T;403000.000000;A;322490.000000;A;409360.000000;A;434200.000000;A;436600.000000;A;389591.000000;A;340562.000000;A;497000.000000;T;737000.000000;T;740000.000000;A;734000.000000;A;614500.000000;T;680781.000000;A;710638.000000;A;632037.400000;A;700020.000000;A;879348.000000;A;835466.000000;A;858720.000000;A;858720.000000;A;858720.000000;T;969300.000000;T;904700.000000;T;811700.000000;T;1047000.000000;T;822000.000000;T
86;'308;Grenada;661;'01640;Cocoa beans;5312;Area harvested;ha;5000.000000;E;5000.000000;E;5000.000000;E;5000.000000;E;4500.000000;E;4500.000000;E;4500.000000;E;5500.000000;E;5000.000000;E;5000.000000;E;4500.000000;E;4800.000000;E;4900.000000;E;5000.000000;E;5000.000000;E;5500.000000;E;5500.000000;E;6350.000000;A;6400.000000;A;2500.000000;E;2850.000000;E;2000.000000;E;2522.000000;A;2500.000000;E;2100.000000;A;1700.000000;E;1800.000000;E;1600.000000;E;1600.000000;E;1950.000000;E;1730.000000;E;1500.000000;E;1700.000000;E;1600.000000;E;1754.000000;I;1900.000000;E;1620.000000;E;1430.000000;E;980.000000;E;1200.000000;E;690.000000;E;880.000000;E;620.000000;E;770.000000;E;330.000000;E;350.000000;E;370.000000;E;800.000000;E;1000.000000;E;1000.000000;E;1100.000000;E;1250.000000;E;1290.000000;E;1290.000000;E;893.000000;I;1238.000000;I;1121.000000;I;1212.000000;I;911.000000;I;766.000000;I;986.000000;I
86;'308;Grenada;661;'01640;Cocoa beans;5419;Yield;hg/ha;5000.000000;I;5600.000000;I;5200.000000;I;5600.000000;I;5111.000000;I;4889.000000;I;6133.000000;I;5138.000000;I;6112.000000;I;5852.000000;I;6369.000000;I;5231.000000;I;4947.000000;I;4772.000000;I;4822.000000;I;4933.000000;I;3880.000000;I;3836.000000;E;4102.000000;E;8524.000000;I;8832.000000;I;11395.000000;I;9385.000000;E;10000.000000;I;10314.000000;E;10171.000000;I;9739.000000;I;8888.000000;I;9200.000000;I;10000.000000;I;9659.000000;E;9033.000000;E;9400.000000;E;9138.000000;E;9073.000000;E;9011.000000;E;9932.000000;E;9923.000000;E;9939.000000;E;9967.000000;E;9971.000000;E;9955.000000;E;9952.000000;E;9909.000000;E;1424.000000;E;2571.000000;E;6108.000000;E;5000.000000;E;5000.000000;E;5000.000000;E;6364.000000;E;6400.000000;E;6977.000000;E;6977.000000;E;6719.000000;E;6464.000000;E;6244.000000;E;6602.000000;E;6950.000000;E;7038.000000;E;7127.000000;E
86;'308;Grenada;661;'01640;Cocoa beans;5510;Production;tonnes;2500.000000;A;2800.000000;A;2600.000000;A;2800.000000;A;2300.000000;A;2200.000000;A;2760.000000;A;2826.000000;A;3056.000000;A;2926.000000;A;2866.000000;A;2511.000000;A;2424.000000;A;2386.000000;A;2411.000000;A;2713.000000;A;2134.000000;A;2436.000000;A;2625.000000;A;2131.000000;A;2517.000000;A;2279.000000;A;2367.000000;A;2500.000000;A;2166.000000;A;1729.000000;A;1753.000000;A;1422.000000;A;1472.000000;A;1950.000000;A;1671.000000;A;1355.000000;A;1598.000000;A;1462.000000;A;1591.000000;A;1712.000000;A;1609.000000;A;1419.000000;A;974.000000;A;1196.000000;A;688.000000;A;876.000000;A;617.000000;A;763.000000;A;47.000000;A;90.000000;A;226.000000;A;400.000000;E;500.000000;T;500.000000;T;700.000000;T;800.000000;T;900.000000;T;900.000000;T;600.000000;T;800.000000;T;700.000000;T;800.000000;T;633.000000;A;539.000000;A;703.000000;A
87;'312;Guadeloupe;661;'01640;Cocoa beans;5312;Area harvested;ha;500.000000;E;800.000000;E;800.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;400.000000;E;400.000000;E;400.000000;E;400.000000;E;400.000000;E;80.000000;E;160.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;33.000000;I;11.000000;I;25.000000;E;0.000000;A;0.000000;A;0.000000;A;2.000000;I;2.000000;I;1.000000;I;1.000000;I;1.000000;I;1.000000;I;1.000000;I;1.000000;I;1.000000;I;1.000000;I;0.000000;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;'312;Guadeloupe;661;'01640;Cocoa beans;5419;Yield;hg/ha;2000.000000;I;2500.000000;I;2500.000000;I;2660.000000;I;3000.000000;I;2280.000000;I;2000.000000;I;2000.000000;I;2000.000000;E;2000.000000;E;2000.000000;I;2000.000000;I;1600.000000;I;2000.000000;I;1950.000000;I;1950.000000;I;1250.000000;I;1250.000000;I;1250.000000;I;1250.000000;I;1250.000000;E;1250.000000;E;1250.000000;E;1250.000000;E;1250.000000;E;1250.000000;E;1250.000000;E;1250.000000;E;1250.000000;E;1212.000000;I;1818.000000;E;1200.000000;E;;;;;;;0.000000;E;0.000000;E;0.000000;E;0.000000;E;0.000000;E;0.000000;E;0.000000;E;0.000000;E;0.000000;E;0.000000;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;'312;Guadeloupe;661;'01640;Cocoa beans;5510;Production;tonnes;100.000000;A;200.000000;A;200.000000;A;133.000000;A;150.000000;A;114.000000;A;100.000000;A;100.000000;A;100.000000;T;100.000000;T;100.000000;A;100.000000;A;80.000000;A;80.000000;A;78.000000;A;78.000000;A;50.000000;A;50.000000;A;10.000000;A;20.000000;A;5.000000;T;5.000000;T;5.000000;T;5.000000;T;5.000000;T;5.000000;T;5.000000;E;5.000000;E;5.000000;E;4.000000;I;2.000000;I;3.000000;A;0.000000;A;0.000000;A;0.000000;A;0.000000;I;0.000000;I;0.000000;I;0.000000;I;0.000000;I;0.000000;I;0.000000;I;0.000000;I;0.000000;I;0.000000;I;0.000000;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;'320;Guatemala;661;'01640;Cocoa beans;5312;Area harvested;ha;1400.000000;A;1400.000000;A;1400.000000;A;1700.000000;A;1700.000000;A;1700.000000;A;2400.000000;A;1700.000000;A;1400.000000;A;1400.000000;E;1700.000000;E;1800.000000;E;1800.000000;E;1800.000000;E;1800.000000;E;1800.000000;E;8000.000000;E;8500.000000;E;3000.000000;E;2729.000000;A;2960.000000;A;3129.000000;A;3309.000000;A;3499.000000;A;3700.000000;A;3710.000000;A;3896.000000;A;3000.000000;A;4700.000000;A;4700.000000;A;4559.000000;A;4480.000000;A;4550.000000;A;4550.000000;A;4550.000000;A;4550.000000;A;4550.000000;A;4550.000000;A;4550.000000;A;4550.000000;A;4550.000000;A;4060.000000;A;3500.000000;E;3350.000000;E;3145.000000;A;3145.000000;A;3914.000000;A;3914.000000;A;3914.000000;A;3984.000000;A;4123.000000;A;4123.000000;A;4333.000000;A;4263.000000;A;4333.000000;A;4333.000000;A;4364.000000;I;4508.000000;I;4402.000000;E;4425.000000;E;4445.000000;E
89;'320;Guatemala;661;'01640;Cocoa beans;5419;Yield;hg/ha;3571.000000;E;3571.000000;E;3571.000000;E;3529.000000;E;3529.000000;E;3529.000000;E;3333.000000;E;3529.000000;E;3571.000000;E;4286.000000;I;4118.000000;I;4444.000000;E;4444.000000;E;4444.000000;E;3350.000000;I;3911.000000;I;4744.000000;I;5320.000000;I;5597.000000;I;4148.000000;E;3716.000000;E;3835.000000;E;3898.000000;E;4799.000000;E;6216.000000;E;5930.000000;E;6271.000000;E;6633.000000;E;6402.000000;E;6383.000000;E;6436.000000;A;6250.000000;A;5591.000000;A;5662.000000;A;5257.000000;A;5409.000000;A;5196.000000;A;5257.000000;A;5233.000000;A;5134.000000;A;15033.000000;A;18468.000000;A;22667.000000;E;24521.000000;E;27246.000000;A;28888.000000;A;25879.000000;A;26610.000000;A;27062.000000;A;26892.000000;A;28117.000000;A;28295.000000;A;29008.000000;A;26280.000000;A;26149.000000;A;26693.000000;A;27108.000000;E;25677.000000;E;26483.000000;E;26415.000000;E;26188.000000;E
89;'320;Guatemala;661;'01640;Cocoa beans;5510;Production;tonnes;500.000000;A;500.000000;A;500.000000;A;600.000000;A;600.000000;A;600.000000;A;800.000000;A;600.000000;A;500.000000;A;600.000000;A;700.000000;A;800.000000;T;800.000000;T;800.000000;T;603.000000;A;704.000000;A;3795.000000;A;4522.000000;A;1679.000000;A;1132.000000;A;1100.000000;A;1200.000000;A;1290.000000;A;1679.000000;A;2300.000000;A;2200.000000;A;2443.000000;A;1990.000000;A;3009.000000;A;3000.000000;A;2934.000000;A;2800.000000;A;2544.000000;A;2576.000000;A;2392.000000;A;2461.000000;A;2364.000000;A;2392.000000;A;2381.000000;A;2336.000000;A;6840.170000;A;7497.880000;A;7933.330000;A;8214.560000;A;8569.000000;A;9085.460000;A;10128.720000;A;10414.480000;A;10591.380000;A;10713.000000;A;11594.000000;A;11666.000000;A;12569.000000;A;11203.730000;A;11330.740000;A;11566.610000;A;11830.050000;I;11575.800000;E;11657.490000;E;11687.780000;E;11640.350000;E
90;'324;Guinea;661;'01640;Cocoa beans;5312;Area harvested;ha;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;15000.000000;E;10000.000000;E;10000.000000;E;4500.000000;A;4500.000000;A;4500.000000;A;4700.000000;A;4500.000000;E;8500.000000;E;9500.000000;E;9319.000000;I;9258.000000;I;13000.000000;E;19000.000000;E;12000.000000;E;8000.000000;E;4500.000000;E;5000.000000;E;16000.000000;E;17000.000000;E;27000.000000;E;26000.000000;E;20000.000000;E;25000.000000;E;20000.000000;E;22000.000000;E;42000.000000;E;25000.000000;E;20000.000000;E;20000.000000;E;15527.000000;I;15468.000000;I;43007.000000;E;40474.000000;I;43011.000000;I;44740.000000;E;46678.000000;I
90;'324;Guinea;661;'01640;Cocoa beans;5419;Yield;hg/ha;1000.000000;E;1200.000000;E;1200.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;1333.000000;E;2000.000000;E;2667.000000;E;2667.000000;E;2667.000000;E;2667.000000;E;2667.000000;E;2667.000000;E;2667.000000;E;2667.000000;E;2667.000000;E;2667.000000;E;3000.000000;E;3000.000000;E;5556.000000;T;7556.000000;T;4000.000000;E;4502.000000;A;4400.000000;E;4668.000000;E;4737.000000;E;4829.000000;E;4861.000000;E;4846.000000;E;4737.000000;E;4250.000000;E;4125.000000;E;4000.000000;E;5000.000000;E;6250.000000;E;5765.000000;E;5137.000000;E;5183.000000;E;6242.000000;E;5606.000000;E;7289.000000;E;6891.000000;E;9429.000000;E;3216.000000;E;3137.000000;E;3750.000000;E;4830.000000;E;5301.000000;E;4627.000000;E;5114.000000;E;5022.000000;E;5007.000000;E;4992.000000;E
90;'324;Guinea;661;'01640;Cocoa beans;5510;Production;tonnes;1500.000000;E;1800.000000;E;1800.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;2000.000000;E;3000.000000;E;4000.000000;E;4000.000000;E;4000.000000;E;4000.000000;E;4000.000000;E;4000.000000;E;4000.000000;E;4000.000000;E;4000.000000;E;4000.000000;E;3000.000000;E;3000.000000;E;2500.000000;T;3400.000000;T;1800.000000;A;2116.000000;A;1980.000000;T;3968.000000;T;4500.000000;E;4500.000000;T;4500.000000;T;6300.000000;T;9000.000000;T;5100.000000;T;3300.000000;T;1800.000000;T;2500.000000;T;10000.000000;T;9800.000000;T;13869.000000;A;13477.000000;A;12484.000000;A;14016.000000;A;14577.000000;A;15160.000000;A;39600.000000;A;8040.000000;A;6273.000000;A;7500.000000;A;7500.000000;A;8200.000000;A;19900.000000;A;20700.000000;A;21600.000000;A;22400.000000;A;23300.000000;A
91;'328;Guyana;661;'01640;Cocoa beans;5312;Area harvested;ha;700.000000;E;785.000000;A;800.000000;A;812.000000;A;817.000000;E;826.000000;A;793.000000;A;796.000000;A;796.000000;A;773.000000;A;777.000000;A;728.000000;A;647.000000;A;730.000000;T;750.000000;E;750.000000;E;750.000000;E;750.000000;E;750.000000;E;750.000000;E;750.000000;E;750.000000;E;750.000000;E;750.000000;E;750.000000;E;780.000000;E;780.000000;E;780.000000;E;800.000000;E;1000.000000;E;939.000000;I;916.000000;I;894.000000;I;874.000000;I;855.000000;I;838.000000;I;822.000000;I;807.000000;I;793.000000;I;779.000000;I;766.000000;I;750.000000;I;747.000000;I;758.000000;I;781.000000;I;811.000000;I;865.000000;I;909.000000;I;955.000000;I;1001.000000;I;1045.000000;I;1070.000000;E;1100.000000;E;1154.000000;I;1202.000000;I;1152.000000;E;1156.000000;I;1170.000000;E;1160.000000;E;1162.000000;E;1164.000000;E
91;'328;Guyana;661;'01640;Cocoa beans;5419;Yield;hg/ha;371.000000;E;357.000000;I;363.000000;I;357.000000;I;367.000000;E;363.000000;I;366.000000;E;364.000000;E;377.000000;E;388.000000;E;399.000000;E;371.000000;E;556.000000;E;548.000000;E;533.000000;E;533.000000;E;533.000000;E;533.000000;E;533.000000;E;533.000000;E;533.000000;E;533.000000;E;533.000000;E;533.000000;E;533.000000;E;538.000000;E;538.000000;E;538.000000;E;563.000000;E;2600.000000;E;2770.000000;E;2839.000000;E;2906.000000;E;2973.000000;E;3038.000000;E;3103.000000;E;3166.000000;E;3228.000000;E;3289.000000;E;3349.000000;E;3409.000000;E;3468.000000;E;3526.000000;E;3580.000000;E;3628.000000;E;3676.000000;E;3724.000000;E;3772.000000;E;3820.000000;E;3868.000000;E;3916.000000;E;4019.000000;E;4091.000000;E;4071.000000;E;4108.000000;E;4090.000000;E;4153.000000;E;4117.000000;E;4120.000000;E;4130.000000;E;4122.000000;E
91;'328;Guyana;661;'01640;Cocoa beans;5510;Production;tonnes;26.000000;E;28.000000;E;29.000000;E;29.000000;E;30.000000;E;30.000000;E;29.000000;A;29.000000;A;30.000000;A;30.000000;A;31.000000;A;27.000000;A;36.000000;A;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;40.000000;E;42.000000;E;42.000000;E;42.000000;E;45.000000;E;260.000000;E;259.940000;I;259.880000;I;259.850000;I;259.850000;I;259.890000;I;260.000000;I;260.230000;I;260.420000;I;260.680000;I;261.000000;A;261.000000;A;260.000000;E;263.390000;I;271.370000;I;283.230000;I;298.200000;I;322.320000;I;343.040000;I;364.840000;I;387.080000;I;409.060000;I;430.000000;E;450.000000;E;469.960000;I;493.870000;I;471.280000;E;480.260000;I;481.800000;E;477.780000;E;479.950000;E;479.840000;E
93;'332;Haiti;661;'01640;Cocoa beans;5312;Area harvested;ha;4500.000000;E;4500.000000;E;5000.000000;E;5000.000000;E;5400.000000;E;4500.000000;E;4800.000000;E;4500.000000;E;4800.000000;E;5500.000000;E;6200.000000;E;6600.000000;E;7000.000000;E;7000.000000;E;6000.000000;E;6000.000000;E;6000.000000;E;8000.000000;E;8000.000000;E;5000.000000;E;6000.000000;E;9000.000000;E;9000.000000;E;9000.000000;E;10000.000000;E;12000.000000;E;10000.000000;E;6000.000000;E;10000.000000;E;10138.000000;I;6500.000000;E;6530.000000;I;11000.000000;E;13000.000000;E;14000.000000;E;9000.000000;A;8922.000000;I;9396.000000;I;9533.000000;I;9000.000000;A;9000.000000;A;10100.000000;E;10136.000000;I;9800.000000;E;9839.000000;I;12300.000000;E;17400.000000;E;16400.000000;E;17484.000000;I;19146.000000;I;21240.000000;I;23568.000000;I;26164.000000;I;29977.000000;I;32389.000000;I;29510.000000;E;5115.000000;I;6740.000000;I;8192.000000;I;4096.000000;I;4095.000000;I
93;'332;Haiti;661;'01640;Cocoa beans;5419;Yield;hg/ha;5556.000000;E;5556.000000;E;5600.000000;E;5600.000000;I;5556.000000;I;5556.000000;I;5625.000000;I;5556.000000;I;5625.000000;I;5273.000000;I;5000.000000;I;5000.000000;I;5000.000000;I;5000.000000;E;5000.000000;E;5000.000000;E;5000.000000;E;5000.000000;E;5000.000000;E;5000.000000;E;5000.000000;E;4989.000000;I;5111.000000;I;5233.000000;I;5055.000000;I;4905.000000;I;5189.000000;I;4940.000000;I;5000.000000;I;5031.000000;I;4615.000000;E;4594.000000;E;4545.000000;E;4615.000000;E;4643.000000;E;4667.000000;A;4727.000000;E;4789.000000;E;4863.000000;E;5000.000000;A;4778.000000;A;4901.000000;E;4883.000000;E;4898.000000;E;4878.000000;E;4878.000000;E;4885.000000;E;4878.000000;E;4882.000000;E;4885.000000;E;4866.000000;E;4864.000000;E;4863.000000;E;4881.000000;E;4890.000000;E;4879.000000;E;4888.000000;E;4896.000000;E;4883.000000;E;4883.000000;E;4884.000000;E
93;'332;Haiti;661;'01640;Cocoa beans;5510;Production;tonnes;2500.000000;E;2500.000000;E;2800.000000;E;2800.000000;A;3000.000000;A;2500.000000;A;2700.000000;A;2500.000000;A;2700.000000;A;2900.000000;A;3100.000000;A;3300.000000;A;3500.000000;A;3500.000000;T;3000.000000;T;3000.000000;T;3000.000000;T;4000.000000;T;4000.000000;T;2500.000000;T;3000.000000;T;4490.000000;A;4600.000000;A;4710.000000;A;5055.000000;A;5886.000000;A;5189.000000;A;2964.000000;A;5000.000000;A;5100.000000;A;3000.000000;T;3000.000000;T;5000.000000;E;6000.000000;E;6500.000000;E;4200.000000;A;4217.270000;I;4500.000000;A;4636.100000;I;4500.000000;A;4300.000000;A;4950.000000;A;4950.000000;A;4800.000000;A;4800.000000;A;6000.000000;A;8500.000000;A;8000.000000;A;8535.530000;I;9353.490000;I;10334.200000;I;11464.330000;I;12724.000000;A;14632.600000;A;15836.880000;I;14397.830000;E;2500.000000;T;3300.000000;T;4000.000000;T;2000.000000;T;2000.000000;T
95;'340;Honduras;661;'01640;Cocoa beans;5312;Area harvested;ha;209.000000;A;192.000000;A;251.000000;A;261.000000;A;272.000000;A;286.000000;A;352.000000;A;349.000000;A;377.000000;A;300.000000;A;300.000000;A;300.000000;A;300.000000;E;300.000000;E;300.000000;E;300.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;500.000000;E;1000.000000;E;1000.000000;E;1600.000000;E;1700.000000;E;2000.000000;E;2300.000000;E;1900.000000;E;6500.000000;E;6613.000000;I;8000.000000;E;6500.000000;E;8700.000000;E;7200.000000;E;5700.000000;E;6500.000000;E;4100.000000;E;6500.000000;E;5500.000000;E;4800.000000;E;3308.000000;I;2520.000000;A;2498.000000;A;2485.000000;A;2456.000000;A;2500.000000;E;606.000000;A;1400.000000;E;3304.000000;A;2070.000000;A;3012.000000;A;1660.000000;A;1518.000000;I;4400.000000;A;4400.000000;A;4400.000000;A;4500.000000;E;4600.000000;E;2943.000000;I;4428.000000;I;5440.000000;I
95;'340;Honduras;661;'01640;Cocoa beans;5419;Yield;hg/ha;7799.000000;E;7760.000000;E;7849.000000;E;7778.000000;E;7757.000000;E;7797.000000;E;7841.000000;E;7851.000000;E;7798.000000;E;10000.000000;T;10000.000000;T;10000.000000;T;10000.000000;E;10000.000000;E;10000.000000;E;10000.000000;E;10000.000000;E;10000.000000;E;10000.000000;E;10000.000000;E;10000.000000;E;10000.000000;E;11000.000000;E;10000.000000;E;10000.000000;I;10000.000000;I;10000.000000;E;10000.000000;E;4154.000000;E;4083.000000;I;4125.000000;E;4154.000000;E;4202.000000;E;4167.000000;E;4211.000000;E;4154.000000;E;4146.000000;E;4154.000000;E;4182.000000;E;4167.000000;E;6046.000000;E;7937.000000;E;8006.000000;E;8048.000000;E;8143.000000;E;8000.000000;E;5957.000000;A;5714.000000;E;4086.000000;A;5440.000000;A;4977.000000;A;6416.000000;A;6356.000000;E;3182.000000;A;3409.000000;A;2193.000000;A;2444.000000;E;3261.000000;E;3398.000000;E;2258.000000;E;1838.000000;E
95;'340;Honduras;661;'01640;Cocoa beans;5510;Production;tonnes;163.000000;A;149.000000;A;197.000000;A;203.000000;A;211.000000;A;223.000000;A;276.000000;A;274.000000;A;294.000000;A;300.000000;T;300.000000;T;300.000000;T;300.000000;T;300.000000;T;300.000000;T;300.000000;T;500.000000;T;500.000000;T;500.000000;T;500.000000;T;500.000000;T;1000.000000;T;1100.000000;T;1600.000000;E;1700.000000;A;2000.000000;A;2300.000000;T;1900.000000;T;2700.000000;T;2700.000000;T;3300.000000;T;2700.000000;T;3656.000000;A;3000.000000;T;2400.000000;T;2700.000000;T;1700.000000;T;2700.000000;T;2300.000000;T;2000.000000;T;2000.000000;T;2000.000000;T;2000.000000;T;2000.000000;T;2000.000000;T;2000.000000;T;361.000000;A;800.000000;E;1350.000000;A;1126.000000;A;1499.000000;A;1065.000000;A;965.210000;I;1400.000000;A;1500.000000;A;965.000000;A;1100.000000;A;1500.000000;A;1000.000000;A;1000.000000;T;1000.000000;T
