,FarmID,Target,rmse,wmape,r2,mae
44,MA112,Tiny+Small,14.0465155069907,0.8185705935484081,-0.10966497796792485,12.142130470968054
45,MA112,Large+Mature,16.948973439382684,2.6811428796041175,-24.789619010873793,15.640000131024019
46,MA113,Tiny+Small,22.298177851292976,3.0534145045107337,-45.01417603486926,21.882803948993594
47,MA113,Large+Mature,22.32899751338612,1.9035224124451915,-3.7724085823719555,21.256000272304636
48,GA127,Tiny+Small,11.465222216327692,0.4769386231588814,0.13026143412757452,9.618262233704108
49,GA127,Large+Mature,17.16959384795495,0.5137088730380962,-0.00794171379374764,14.298230299560345
50,GA128,Tiny+Small,25.51341129512806,0.637988385262179,0.20735930141668102,22.75491907435105
51,GA128,Large+Mature,40.933953812486756,1.2132373029942296,-11.842492801792796,31.746376095015677
52,SP108,Tiny+Small,4.85879233908125,0.3608505012820984,0.44560791402783606,3.788930263462033
53,SP108,Large+Mature,24.86379875465131,4.298427099716107,-52.49881150582886,24.357753565057937
54,SP121,Tiny+Small,16.05707532021834,0.776917431663626,-4.711918795206114,13.337082576892248
55,SP121,Large+Mature,10.140393731186268,0.3257050351281578,-1.5760564097740741,7.979773360639865
56,SP122,Tiny+Small,13.268431147608105,0.3745679565508161,-0.7522381930543018,12.29831457341846
57,SP122,Large+Mature,16.506918348150233,0.43144751965430855,-2.502042385108875,14.597307748304106
58,SP133,Tiny+Small,21.09514017118798,0.8129828565808003,-1.7319539219499451,18.15661713030454
59,SP133,Large+Mature,21.64039218708944,0.7576398474384773,-0.532639696763409,19.446089417587583
60,SP20,Tiny+Small,22.004627893490877,0.38590451312772894,0.0023276468454735966,20.452939195769634
61,SP20,Large+Mature,16.092474739937302,0.3175211477095371,-0.2706608637315966,12.436244951956871
62,DA41,Tiny+Small,8.08939000962159,0.8257896462137265,-19.308416432754836,6.0557907389006616
63,DA41,Large+Mature,2.0874515264531093,0.26773294324208374,-0.2549467160839276,1.5617755022454884
64,MA206,Tiny+Small,13.441230102437304,0.46835443037974694,-0.1370629370629377,12.333333333333336
65,MA206,Large+Mature,54.81171228566884,1.5917834684645067,-8.183633941812845,52.26355721458464
66,MA207,Tiny+Small,8.160779662987423,0.31821312930607876,-1.08119764711966,7.000688844733733
67,MA207,Large+Mature,8.758219497622216,0.22507402815182287,-0.6675306254028244,5.851924731947395
68,MA208,Tiny+Small,11.067971810589327,0.7922077922077922,-5.400580551523949,10.166666666666666
69,MA208,Large+Mature,20.41397260262921,1.463147588693415,-32.1909070512218,19.508634515912203
70,AG201,Tiny+Small,15.46394586307688,0.9951399908962375,-6.498963745315517,10.614826569559867
71,AG201,Large+Mature,14.462678013730896,1.5307285078486355,-33.86150922147584,13.776556570637718
72,FR204,Tiny+Small,44.853717520259,0.7704103014929751,-0.0781650457594798,38.520515074648756
73,FR204,Large+Mature,44.57303449635549,1.7158324916391128,-16.769737776814576,39.17817522575974
74,FR203,Tiny+Small,44.28259871394334,1.3878928604856646,-5.937829317114065,35.73824115750586
75,FR203,Large+Mature,21.050654627146443,0.8345469191191756,-12.148718045193053,16.621392805790247
76,SP317,Tiny+Small,54.354279932732204,2.0004231670865953,-7.148786308014813,37.341232452283116
77,SP317,Large+Mature,29.4094772402837,3.5283512590294257,-32.80784436013413,26.462634442720695
78,SP319,Tiny+Small,4.664882983836816,0.26009969414872375,0.6426091254087363,3.814795514181282
79,SP319,Large+Mature,24.316267132574062,1.0877378728051197,-15.577967680262663,22.842495328907514
80,AG317,Tiny+Small,26.213220956743317,1.040090671069822,-2.0967434032766263,23.228691653892692
81,AG317,Large+Mature,13.82769462929348,0.8350075978580815,-3.5981195694026082,12.107610168942182
82,DA309,Tiny+Small,16.849095068400807,0.4442198751628326,-0.7260787310360248,16.065952151722446
83,DA309,Large+Mature,15.690065219475077,0.4347784126035494,0.3793828237192064,14.34768761591713
84,GA331,Tiny+Small,17.976126458303536,1.3440890714776046,-28.600713506404922,16.801113393470057
85,GA331,Large+Mature,20.84179453537214,0.4357603269547331,0.7011144040449532,17.866173405144057
86,GA307,Tiny+Small,8.29672777843555,0.5813146600883868,-1.8128092007499519,6.878890144379245
87,GA307,Large+Mature,13.402868043856028,0.7562607132395125,-8.032021487201977,9.57930236770049
88,GA332,Tiny+Small,3.1181532127358293,0.10522153583454155,0.9767518822734185,2.7708337769762608
89,GA332,Large+Mature,8.35683640262267,0.4214287462747035,-1.145155057821825,6.88333618915349
90,GA302,Tiny+Small,14.087865492945138,0.47007736897595154,-0.04686393396385613,10.106663432982957
91,GA302,Large+Mature,3.39938179483632,0.1952104448719846,0.831233802379584,2.8956215989344383
92,SP320,Tiny+Small,22.666342959180263,1.3961997245483404,-7.083685189315782,21.408395776407886
93,SP320,Large+Mature,21.69610529041988,0.9285745368064745,-1.0939028112971059,20.27387738694136
94,MA314,Tiny+Small,15.212638671800379,0.4884755248983088,-2.184739110441602,13.188839172254339
95,MA314,Large+Mature,12.5086388476937,0.3304273345174787,-3.0581971538855557,10.133104925202678
96,MA315,Tiny+Small,17.148292805922296,0.3966810928593999,-1.8673624219055447,13.751611219125863
97,MA315,Large+Mature,24.834725449653497,0.5706176126075213,-0.546096314584501,21.96877808538957
98,MA316,Tiny+Small,35.466809992035394,4.583325529431228,-45.20837346571541,35.13882905897275
99,MA316,Large+Mature,28.69378562220979,6.071428571428571,-39.05405405405405,28.333333333333332
100,MA317,Tiny+Small,9.317760507039605,0.3413997000508435,-0.0197532760834227,8.478092551262614
101,MA317,Large+Mature,28.998187920968146,0.924132500728994,-8.02032672741126,27.10788668805049
102,MA318,Tiny+Small,24.372115213907882,0.35403726708074534,-0.0724172517552657,19.0
103,MA318,Large+Mature,19.463117385110905,0.3324889624425463,-1.835779950192936,17.123181565791132
104,FR307,Tiny+Small,16.892003124044553,0.5496687772335582,0.19319575058605776,16.490063317006747
105,FR307,Large+Mature,12.781992090384552,0.7392619060034801,-0.1810553383035176,12.56745240205916
106,DA322,Tiny+Small,11.566119977589166,0.6915420502634774,0.23557067808007326,9.681588703688684
107,DA322,Large+Mature,22.233608194203057,0.9104477611940298,-0.13494897959183638,20.333333333333332
108,AG318,Tiny+Small,18.34084179737676,1.4932730123685818,-3.069191264150029,16.4260031360544
109,AG318,Large+Mature,13.395927860160167,0.9365400278223409,-6.582431685969663,9.36540027822341
110,SP310,Tiny+Small,6.892962565226019,0.6993631131388685,-0.3838718327846775,6.2942680182498165
111,SP310,Large+Mature,8.288970487240304,1.8344300510646745,-2.702774165539322,7.949196887946923
112,GA308,Tiny+Small,17.438730884720602,0.27933938276046777,-1.128292390223463,16.10857107252031
113,GA308,Large+Mature,9.312036232316922,0.987125209179176,-8.634890976887014,8.884126882612584
114,AG304,Tiny+Small,23.18348494760775,0.6508193241911541,-0.6296692559062056,18.98223028890866
115,AG304,Large+Mature,16.546940202897662,0.6019672484660671,0.25241984961564257,12.942295842020442
116,GA301,Tiny+Small,51.85288133228822,0.7712102312949117,-0.09803483628928555,43.187772952515054
117,GA301,Large+Mature,25.964565664932003,0.32401765592158477,0.4404806315458232,20.521118208367035
118,MA411,Tiny+Small,11.05005781265691,0.8146896714828842,-23.975772703807728,10.862528953105121
119,MA411,Large+Mature,28.759893510587546,3.4232895244234642,-92.05229090828776,28.527412703528867
120,MA408,Tiny+Small,12.563705493701491,0.3805827475591682,0.6214707536391726,11.036899679215878
121,MA408,Large+Mature,4.692841064862151,0.8014745924487897,0.6123133196273668,3.8737938635024833
122,MA409,Tiny+Small,17.45290991435759,0.7833048433969287,-2.66379763489226,13.185631530514968
123,MA409,Large+Mature,30.85910023810058,3.4741710560035046,-105.79821317814647,29.53045397602979
124,MA410,Tiny+Small,9.273427055833757,0.33745392662731816,0.06750838043514973,7.873924954637424
125,MA410,Large+Mature,14.406090484439716,1.1964022118441628,-3.9941684155421937,12.362822855723016
126,MA405,Tiny+Small,27.583207451877914,1.0610687022900764,-2.3944726731937043,23.166666666666668
127,MA405,Large+Mature,12.570713253839527,0.2518711993752532,-0.5624339306699373,10.536611840531426
128,MA401,Tiny+Small,6.879922480183431,0.53125,-0.8521739130434782,5.666666666666667
129,MA401,Large+Mature,21.17343699367725,1.6259228188929684,-23.269653576703654,20.866009509126428
130,MA402,Tiny+Small,12.487936832454437,0.44770374434562116,0.6492034248981879,10.147951538500747
131,MA402,Large+Mature,9.17440536415636,0.491047246091262,-1.7224705267663936,6.629137822232036
132,MA412,Tiny+Small,33.207516456147204,0.7659216532468937,-9.903215976564226,27.700833125762653
133,MA412,Large+Mature,32.06859566472811,0.534319916434838,0.33288500424027934,28.140848932234803
134,MA413,Tiny+Small,9.657965431972874,5.227336386492882,-196.52627448626987,9.583450041903617
135,MA413,Large+Mature,18.981527042392283,3.320870956049717,-20.333456050984378,17.71131176559849
