,neurons_LSTM,neurons_dense,activation_dense,learning_rate,optimizer,batch_size,rmse_mean,rmse_std,mae_mean,mae_std,wmape_mean,wmape_std,r2_mean,r2_std
36,16,16,sigmoid,0.0005,<keras.optimizers.rmsprop.RMSprop object at 0x0000023A2C748970>,20,37.71691078761561,4.130379970931755,25.107122962020224,1.5711274879995727,0.6820766228446703,0.02434321832983065,-0.014427020294058023,0.04313779111187511
37,16,16,sigmoid,0.0005,<keras.optimizers.adagrad.Adagrad object at 0x0000023983FB4CD0>,20,37.71061234940542,4.40648979557613,25.080933740498107,1.7276725005850426,0.6813410805807327,0.031079382371517427,-0.0129950506634541,0.059511251826648515
38,16,16,sigmoid,0.0005,<keras.optimizers.adadelta.Adadelta object at 0x00000239835C2B50>,20,37.56849530677609,3.9931129821627747,24.96947295663255,1.6352740676598534,0.6783449035951253,0.027915169687728964,-0.007355124814842217,0.05076112929911878
39,16,16,sigmoid,0.0005,<keras.optimizers.adam.Adam object at 0x0000023A04917A30>,20,37.7040753519106,4.388040460952254,25.017014926460377,1.7601743678301505,0.6798458133391374,0.037553810006036574,-0.01285621369546297,0.060100782398755416
40,16,16,sigmoid,0.0005,<keras.optimizers.adamax.Adamax object at 0x0000023A124C82B0>,20,38.71164587732564,4.341452236129683,25.99235513740508,1.831384686726272,0.7063290963823292,0.03856554836385832,-0.06794720203059001,0.047306973015604416
41,16,16,sigmoid,0.0005,<keras.optimizers.nadam.Nadam object at 0x0000023A2BE05340>,20,37.27488642006299,4.114091141705746,25.03463172128204,1.9630745741159876,0.6796955054218528,0.03141371482458933,0.009049848698000606,0.05068247309110901
42,16,16,hard_sigmoid,0.0005,<keras.optimizers.sgd.SGD object at 0x0000023A29F988E0>,20,37.231221704430915,4.38064226411821,24.78010075904836,1.5665155200784793,0.6732669368834036,0.02726550194103548,0.013344422842140791,0.04167539466930126
43,16,16,hard_sigmoid,0.0005,<keras.optimizers.rmsprop.RMSprop object at 0x00000239833A0340>,20,37.51054516817878,4.258691442888211,25.08138143746647,1.2298670507127596,0.6818887432867381,0.0252464881592268,-0.002229411431085926,0.03985713110986786
44,16,16,hard_sigmoid,0.0005,<keras.optimizers.adagrad.Adagrad object at 0x0000023A2C684640>,20,37.78221908289938,4.212657835208027,25.240403182999096,1.5199083520803303,0.6857007787724172,0.021881732157664285,-0.017666103335001137,0.048795851900866244
45,16,16,hard_sigmoid,0.0005,<keras.optimizers.adadelta.Adadelta object at 0x0000023A115A2970>,20,37.96086983537945,4.700144005452265,25.384712058120957,1.7120267566065264,0.6898224414642226,0.035312487328018234,-0.02439856814334642,0.04938101778649667
46,16,16,hard_sigmoid,0.0005,<keras.optimizers.adam.Adam object at 0x0000023A041AC3A0>,20,37.522508127364304,4.030742319978147,25.277495810012923,1.2335495828197747,0.6870722344466966,0.020458565511406693,-0.003821883089915068,0.017013074566452808
47,16,16,hard_sigmoid,0.0005,<keras.optimizers.adamax.Adamax object at 0x0000023A2ADBFB50>,20,37.850665571882416,4.334546236781007,25.40153753967704,1.85689509209453,0.6900421239802085,0.03523088007304772,-0.021663925100953007,0.07017302064892124
48,16,16,hard_sigmoid,0.0005,<keras.optimizers.nadam.Nadam object at 0x0000023A2F1B1940>,20,37.67867177243335,4.251066426329484,25.198326547154345,1.3111396968230897,0.6848799152457071,0.02281699972421727,-0.011536519821765623,0.04408567813552735
49,16,16,linear,0.0005,<keras.optimizers.sgd.SGD object at 0x0000023A2F255BB0>,20,35.818986979313785,4.531094999851368,23.84931393682744,1.6430566164706815,0.6483606745699637,0.03897955129358302,0.08784596282547372,0.04598299615199317
50,16,16,linear,0.0005,<keras.optimizers.rmsprop.RMSprop object at 0x0000023A2BB99C40>,20,35.73724071173189,4.32060000078979,23.720672600436114,1.6090150610120306,0.6447823661297709,0.03676434252221667,0.09159689066369245,0.03223447901057113
51,16,16,linear,0.0005,<keras.optimizers.adagrad.Adagrad object at 0x00000239D0DE4340>,20,35.541519517061154,4.1282580416569035,23.527064151680193,1.3740238560636369,0.6398490337375091,0.03562815637224417,0.10048672661151514,0.0291922110477136
52,16,16,linear,0.0005,<keras.optimizers.adadelta.Adadelta object at 0x0000023A0B113C10>,20,36.320332606026554,4.479537437996427,24.322178226057556,1.9229541559830545,0.6609278396109823,0.04328733152014115,0.06164151866474319,0.045941328540975136
53,16,16,linear,0.0005,<keras.optimizers.adam.Adam object at 0x0000023A2C59C070>,20,36.22244464815986,4.805379617981492,24.226331032197006,1.933680765619418,0.6582309786865468,0.04221762402080552,0.06852704138429903,0.0527858731346684
54,16,16,linear,0.0005,<keras.optimizers.adamax.Adamax object at 0x0000023A2C695F10>,20,36.066460536636725,4.5193639787113025,24.035377988519656,1.721308415186488,0.6535836054027007,0.04409602700969062,0.07531359143386673,0.04041004655336426
55,16,16,linear,0.0005,<keras.optimizers.nadam.Nadam object at 0x0000023983C3B7C0>,20,36.4476143562826,4.328478227389391,24.232733428918447,1.6451627622599359,0.6584469060631561,0.03263972055373043,0.05446134850514663,0.03746594211294442
