,FarmID,Target,rmse,wmape,r2,mae
0,AG10,Tiny+Small_+1,54.06181994880514,0.9102513505192152,-0.5956549494022021,36.74638418079096
1,AG10,Tiny+Small_+2,63.24346087692504,1.0925578196923769,-1.1800013382027474,43.98378531073446
2,AG10,Tiny+Small_+3,59.41644105392147,1.00669727475675,-0.9231331973855463,40.50847457627118
3,AG10,Tiny+Small_+4,64.16338004643343,1.1344823715925192,-1.2450664125986712,45.685028248587564
4,AG10,Tiny+Small_+5,59.949425562180366,1.0315417909820566,-0.9628648257330727,41.60610169491525
5,AG10,Tiny+Small_+6,46.809018860731655,0.7681257298833594,-0.20359413459356612,30.84350282485876
6,AG10,Large+Mature_+1,45.90818409860749,0.7544659174864875,-0.672947063232554,32.8857627118644
7,AG10,Large+Mature_+2,55.75422408055607,0.9400007767895289,-1.47111530021192,41.020677966101694
8,AG10,Large+Mature_+3,49.83133983126012,0.846003853265578,-0.9763082373339176,36.96463276836158
9,AG10,Large+Mature_+4,53.31374771027876,0.8973706991227052,-1.2628814818375749,39.23943502824859
10,AG10,Large+Mature_+5,49.32491625401061,0.8444125370276948,-0.9356543535137472,36.88079096045198
11,AG10,Large+Mature_+6,38.3155441405599,0.637100318574865,-0.16924721432357526,27.68146892655367
12,AG11,Tiny+Small_+1,51.715416385272114,0.8738769112471535,-0.5897419253771536,33.38802259887006
13,AG11,Tiny+Small_+2,61.527067979564556,1.078655880522713,-1.247963019640534,41.13152542372881
14,AG11,Tiny+Small_+3,59.03050274423629,1.0749855626138332,-1.070854333267253,41.01525423728813
15,AG11,Tiny+Small_+4,62.5760789840411,1.1078712541620421,-1.3293679735064963,42.29627118644068
16,AG11,Tiny+Small_+5,55.47984296587267,0.9441710055923932,-0.8290963203860207,35.96011299435028
17,AG11,Tiny+Small_+6,40.94576726444167,0.6857048659503364,-0.01593329387831277,25.851073446327682
18,AG11,Large+Mature_+1,41.659922595452976,0.7300702155453951,-0.33422352127517785,30.311525423728813
19,AG11,Large+Mature_+2,53.52128552049622,0.9448170814633483,-1.204554453651503,39.24994350282486
20,AG11,Large+Mature_+3,52.16468227846122,0.9676090237832986,-1.094439321699209,40.20169491525424
21,AG11,Large+Mature_+4,54.06780262413701,0.9637244099843569,-1.2501650947577674,40.02723163841808
