,Model,Iter_n,loss,root_mean_squared_error,mean_absolute_error,val_loss,val_root_mean_squared_error,val_mean_absolute_error
0,data_raw_LSTM_DNN_optim,1,1.1527459621429443,1.073660135269165,0.756416380405426,0.9324079155921936,0.9656124114990234,0.6707046627998352
1,data_raw_LSTM_DNN_optim,1,1.031595230102539,1.0156747102737427,0.7095428109169006,0.8892967104911804,0.9430254697799683,0.6618521213531494
2,data_raw_LSTM_DNN_optim,1,0.981635570526123,0.9907752871513367,0.6879583597183228,0.8635847568511963,0.9292925000190735,0.650226354598999
3,data_raw_LSTM_DNN_optim,1,0.9434219002723694,0.9712992310523987,0.6686923503875732,0.8575287461280823,0.9260285496711731,0.6426995396614075
4,data_raw_LSTM_DNN_optim,1,0.9226242899894714,0.9605333209037781,0.6616406440734863,0.8539592623710632,0.9240990281105042,0.6443136930465698
5,data_raw_LSTM_DNN_optim,1,0.8767392039299011,0.9363436102867126,0.6459024548530579,0.8365796208381653,0.9146472811698914,0.6240700483322144
6,data_raw_LSTM_DNN_optim,1,0.8537871837615967,0.924005925655365,0.6363654732704163,0.8268933296203613,0.9093365669250488,0.6258341670036316
7,data_raw_LSTM_DNN_optim,1,0.849019467830658,0.92142254114151,0.6366031765937805,0.8105655908584595,0.9003140330314636,0.6336120963096619
8,data_raw_LSTM_DNN_optim,1,0.8315051198005676,0.9118688702583313,0.62531578540802,0.8241778612136841,0.9078425765037537,0.6277804374694824
9,data_raw_LSTM_DNN_optim,1,0.8116216659545898,0.9009006023406982,0.6188583374023438,0.8445935249328613,0.9190178513526917,0.6488150954246521
10,data_raw_LSTM_DNN_optim,1,0.8090200424194336,0.8994554877281189,0.616624116897583,0.8192819356918335,0.9051418900489807,0.6330403685569763
11,data_raw_LSTM_DNN_optim,1,0.7937711477279663,0.890938401222229,0.6093451380729675,0.828784704208374,0.9103759527206421,0.6256859302520752
12,data_raw_LSTM_DNN_optim,1,0.7838313579559326,0.885342538356781,0.6086180210113525,0.8249094486236572,0.9082455039024353,0.6275458335876465
0,data_raw_LSTM_DNN_optim,2,1.1718474626541138,1.0825189352035522,0.7375389933586121,1.353308081626892,1.1633176803588867,0.7069626450538635
1,data_raw_LSTM_DNN_optim,2,1.0509635210037231,1.02516508102417,0.6888266801834106,1.288231611251831,1.135002851486206,0.6921690702438354
2,data_raw_LSTM_DNN_optim,2,0.9848511815071106,0.9923965334892273,0.6644496917724609,1.2473608255386353,1.116852879524231,0.6567012667655945
3,data_raw_LSTM_DNN_optim,2,0.9521740078926086,0.9757938981056213,0.651023268699646,1.231102705001831,1.1095504760742188,0.668348491191864
4,data_raw_LSTM_DNN_optim,2,0.9172704219818115,0.9577421545982361,0.6407015919685364,1.2383185625076294,1.112797498703003,0.6617540717124939
5,data_raw_LSTM_DNN_optim,2,0.8821726441383362,0.9392406344413757,0.6313133239746094,1.267300009727478,1.125744342803955,0.6651268601417542
6,data_raw_LSTM_DNN_optim,2,0.8885257840156555,0.9426168203353882,0.6260094046592712,1.2183318138122559,1.1037811040878296,0.6703847050666809
7,data_raw_LSTM_DNN_optim,2,0.8763416409492493,0.9361312985420227,0.6214407682418823,1.2275350093841553,1.1079418659210205,0.6527666449546814
8,data_raw_LSTM_DNN_optim,2,0.8570646047592163,0.925777792930603,0.6151214241981506,1.2147420644760132,1.1021537780761719,0.6534690856933594
9,data_raw_LSTM_DNN_optim,2,0.8313517570495605,0.911784827709198,0.6082255244255066,1.20890212059021,1.0995010137557983,0.6524017453193665
10,data_raw_LSTM_DNN_optim,2,0.8302198648452759,0.9111641645431519,0.6029033660888672,1.1971083879470825,1.0941247940063477,0.6655914187431335
11,data_raw_LSTM_DNN_optim,2,0.8150589466094971,0.9028059840202332,0.6027358770370483,1.209642767906189,1.0998375415802002,0.6775394678115845
12,data_raw_LSTM_DNN_optim,2,0.8351503014564514,0.9138656258583069,0.6061362028121948,1.1914129257202148,1.0915182828903198,0.6506206393241882
13,data_raw_LSTM_DNN_optim,2,0.8106018304824829,0.900334358215332,0.5961805582046509,1.2328894138336182,1.1103554964065552,0.669988751411438
14,data_raw_LSTM_DNN_optim,2,0.788541853427887,0.8879987001419067,0.5911206007003784,1.171549677848816,1.0823814868927002,0.6466296911239624
15,data_raw_LSTM_DNN_optim,2,0.797210156917572,0.8928662538528442,0.5923789739608765,1.1848994493484497,1.0885307788848877,0.6573933959007263
16,data_raw_LSTM_DNN_optim,2,0.7619830369949341,0.872916042804718,0.5857588648796082,1.2057178020477295,1.0980520248413086,0.6418139338493347
17,data_raw_LSTM_DNN_optim,2,0.7806212902069092,0.8835275769233704,0.586327314376831,1.1692723035812378,1.0813292264938354,0.6525477170944214
18,data_raw_LSTM_DNN_optim,2,0.7679901719093323,0.8763504028320312,0.5880837440490723,1.176930546760559,1.0848643779754639,0.6300497651100159
19,data_raw_LSTM_DNN_optim,2,0.7678225040435791,0.8762547969818115,0.5812380909919739,1.1591507196426392,1.0766385793685913,0.6394175887107849
20,data_raw_LSTM_DNN_optim,2,0.7618671655654907,0.8728499412536621,0.5801299810409546,1.1456900835037231,1.0703691244125366,0.6510584950447083
21,data_raw_LSTM_DNN_optim,2,0.7680052518844604,0.8763591051101685,0.5805663466453552,1.170249581336975,1.0817807912826538,0.6402162313461304
22,data_raw_LSTM_DNN_optim,2,0.7595640420913696,0.8715294599533081,0.5808634757995605,1.1748178005218506,1.0838899612426758,0.6428968906402588
23,data_raw_LSTM_DNN_optim,2,0.765049159526825,0.8746708035469055,0.5801874399185181,1.180503249168396,1.0865097045898438,0.6498091816902161
