iter	MultiRMSE
192	96.39177433
193	96.340295
194	96.31196303
195	96.27890779
196	96.23206007
197	96.20257131
198	96.14894745
199	96.11431251
200	96.06936373
201	96.03661665
202	96.00028334
203	95.95557682
204	95.90364784
205	95.85814415
206	95.81028395
207	95.76211194
208	95.70591109
209	95.66886685
210	95.64473554
211	95.61091483
212	95.57270913
213	95.52682563
214	95.47034247
215	95.41123685
216	95.38612876
217	95.35212552
218	95.30476013
219	95.26391292
220	95.21744774
221	95.18235974
222	95.13655638
223	95.10371035
224	95.04468368
225	95.01381818
226	94.98530353
227	94.96111354
228	94.91090177
229	94.87808913
230	94.84401059
231	94.81019423
232	94.77597159
233	94.7387705
234	94.70546591
235	94.66319866
236	94.63274548
237	94.57502303
238	94.53687964
239	94.49758836
240	94.47815717
241	94.44458125
242	94.38598567
243	94.32978027
244	94.29968998
245	94.27781854
246	94.24506202
247	94.21840685
248	94.19655776
249	94.16387682
250	94.13880358
251	94.08858005
252	94.05338248
253	94.03390245
254	93.99550329
255	93.97090568
256	93.93491425
257	93.89776735
258	93.86165155
259	93.834637
260	93.81018056
261	93.77981351
262	93.73993056
263	93.70431832
264	93.67890064
265	93.65811091
266	93.63168436
267	93.60775066
268	93.57328145
269	93.55884056
270	93.50713958
271	93.47895792
272	93.45218974
273	93.41032097
274	93.37957725
275	93.35086722
276	93.31562798
277	93.29884895
278	93.26820164
279	93.23077603
280	93.20752693
281	93.18206324
282	93.15876676
283	93.11523626
284	93.08549381
285	93.05198419
286	93.02150817
287	92.99665228
288	92.97325378
289	92.94565792
290	92.92320798
291	92.88502619
292	92.84571327
293	92.81068441
294	92.79306014
295	92.76011694
296	92.74121948
297	92.71486474
298	92.69378278
299	92.66865941
300	92.63855336
301	92.61301064
302	92.57771397
303	92.55129059
304	92.52181774
305	92.48789344
306	92.44889799
307	92.42617991
308	92.40143719
309	92.35448725
310	92.32154396
311	92.28667087
312	92.24990138
313	92.2216389
314	92.1908114
315	92.15280917
316	92.11659571
317	92.0855854
318	92.06269026
319	92.03614964
320	91.99610281
321	91.96949144
322	91.93380845
323	91.89491978
324	91.86507748
325	91.83408286
326	91.81257965
327	91.77791264
328	91.75273392
329	91.73739349
330	91.71565512
331	91.68363222
332	91.65540801
333	91.6182535
334	91.59550045
335	91.55340695
336	91.52997203
337	91.5017668
338	91.47746325
339	91.45102805
340	91.41721224
341	91.3744319
342	91.35009892
343	91.31938953
344	91.28811948
345	91.24953473
346	91.21797056
347	91.19241049
348	91.1728549
349	91.14138109
350	91.11091574
351	91.08773278
352	91.0696047
353	91.05079593
354	91.0261574
355	91.00274989
356	90.98234414
357	90.95986134
358	90.92383319
359	90.88557735
360	90.8655382
361	90.82715781
362	90.80765315
363	90.780164
364	90.7299603
365	90.70481705
366	90.67909378
367	90.64534915
368	90.62317391
369	90.59255135
370	90.57266139
371	90.53565059
372	90.50580776
373	90.46527956
374	90.43049622
375	90.40138209
376	90.37212055
377	90.34620945
378	90.32041049
379	90.2956361
380	90.25232929
381	90.23418055
382	90.20266656
383	90.18424924
384	90.14514976
385	90.11218611
386	90.07797285
387	90.06200716
388	90.02369986
389	90.00359432
390	89.97596702
391	89.93249444
392	89.91291786
393	89.89107012
394	89.8486701
395	89.82122984
396	89.79675416
397	89.76767498
398	89.74903815
399	89.72979947
400	89.69339212
401	89.6645443
402	89.62585789
403	89.6010607
404	89.57514122
405	89.55663859
406	89.52278856
407	89.48874201
408	89.46574729
409	89.44050716
410	89.39232649
411	89.37204115
412	89.3440908
413	89.32540516
414	89.29338474
415	89.26465636
416	89.23164398
417	89.19341199
418	89.16875282
419	89.12267518
420	89.09357815
421	89.07851992
422	89.06075436
423	89.04609286
424	89.01379062
425	88.99586988
426	88.95738753
427	88.92876253
428	88.90546193
429	88.8876484
430	88.86187992
431	88.83052601
432	88.80600286
433	88.78542982
434	88.76157375
435	88.73206031
436	88.71079835
437	88.6793357
438	88.64474695
439	88.62317972
440	88.59766627
441	88.56759583
442	88.54678699
443	88.52019269
444	88.49272841
445	88.47670636
446	88.4620746
447	88.44218769
448	88.41230877
449	88.39595518
450	88.37803861
451	88.34148501
452	88.31141809
453	88.28552839
454	88.26019775
455	88.2411533
456	88.21669706
457	88.19311057
458	88.17435218
459	88.1556479
460	88.12591284
461	88.10699801
462	88.08670345
463	88.06685059
464	88.01997469
465	87.98193117
466	87.96673268
467	87.93825315
468	87.91283271
469	87.88209788
470	87.86170215
471	87.83394245
472	87.81357941
473	87.78857097
474	87.77242919
475	87.74621137
476	87.72961381
477	87.70320203
478	87.66860778
479	87.62957231
480	87.60817371
481	87.57256626
482	87.54788502
483	87.53244017
484	87.51658349
485	87.49508902
486	87.47478831
487	87.44562388
488	87.43130957
489	87.41643509
490	87.37707693
491	87.35431183
492	87.33303984
493	87.30426287
494	87.2722728
495	87.25329825
496	87.21722345
497	87.18038005
498	87.15251068
499	87.12983847
500	87.11549066
501	87.05921985
502	87.03058472
503	87.00851039
504	86.96876717
505	86.93959706
506	86.90669052
507	86.87896501
508	86.85173256
509	86.83221687
510	86.81448002
511	86.79772416
512	86.78133226
513	86.75880371
514	86.7415536
515	86.71099717
516	86.68406856
517	86.65419329
518	86.63383571
519	86.60448734
520	86.58384721
521	86.56145335
522	86.54304044
523	86.51932626
524	86.50161463
525	86.4622772
526	86.44457038
527	86.42634307
528	86.4030329
529	86.36910428
530	86.35043745
531	86.3296449
532	86.29559481
533	86.27380651
534	86.2538465
535	86.23661817
536	86.21176045
537	86.18738523
538	86.17440191
539	86.1586702
540	86.13459787
541	86.11816619
542	86.08962447
543	86.05970087
544	86.02307598
545	85.97768429
546	85.94753378
547	85.9349758
548	85.91196563
549	85.89515707
550	85.86884236
551	85.83668898
552	85.809474
553	85.78622492
554	85.76519705
555	85.7304275
556	85.71538498
557	85.69454189
558	85.66700188
559	85.64695349
560	85.63019346
561	85.61694762
562	85.60508414
563	85.5728072
564	85.55819925
565	85.49946826
566	85.473303
567	85.45226232
568	85.41918445
569	85.39994983
570	85.37631682
571	85.36061124
572	85.34355582
573	85.32543493
574	85.28629345
575	85.25868216
576	85.24112223
577	85.20547386
578	85.18738905
579	85.16528849
580	85.13813191
581	85.11619225
582	85.08820514
583	85.07123147
584	85.03846738
585	85.01383147
586	85.00046237
587	84.97372579
588	84.9535405
589	84.93313916
590	84.91508431
591	84.90070975
592	84.85623072
593	84.83052966
594	84.80673961
595	84.78893953
596	84.76800256
597	84.74744498
598	84.72210009
599	84.7083541
600	84.6815239
601	84.65158882
602	84.63102449
603	84.60851413
604	84.58690299
605	84.56057687
606	84.53472239
607	84.51529475
608	84.49561915
609	84.47200654
610	84.45238337
611	84.42182136
612	84.39817008
613	84.3823313
614	84.35786046
615	84.34044452
616	84.3285421
617	84.30804138
618	84.29306339
619	84.27158248
620	84.25421254
621	84.24316593
622	84.21890928
623	84.2032521
624	84.1793598
625	84.16437257
626	84.15000952
627	84.12398063
628	84.10664335
629	84.09000778
630	84.07463592
631	84.06171781
632	84.04272526
633	84.02130909
634	83.99650004
635	83.97960182
636	83.94944931
637	83.92818443
638	83.91373659
639	83.90255969
640	83.88333143
641	83.86036935
642	83.84292498
643	83.80353402
644	83.78244733
645	83.74935531
646	83.73146552
647	83.71421332
648	83.6947675
649	83.66898078
650	83.65084768
651	83.62820674
652	83.60983297
653	83.59624608
654	83.57327339
655	83.54345881
656	83.51557584
657	83.49295669
658	83.47715372
659	83.46887424
660	83.44517878
661	83.42416619
662	83.40487302
663	83.39114565
664	83.37708237
665	83.35679886
666	83.3238356
667	83.30319348
668	83.28151314
669	83.26166237
670	83.23849714
671	83.22077591
672	83.20476845
673	83.18652733
674	83.16748284
675	83.14473609
676	83.11230324
677	83.09530445
678	83.06962927
679	83.0460797
680	83.02531266
681	83.00249283
682	82.98049967
683	82.96023198
684	82.93542277
685	82.90607171
686	82.88958289
687	82.87004032
688	82.86067298
689	82.83783119
690	82.81726028
691	82.79774173
692	82.77557118
693	82.75139032
694	82.73448921
695	82.70889787
696	82.69062815
697	82.66686414
698	82.65209262
699	82.62029414
700	82.60387631
701	82.58656151
702	82.57181295
703	82.55708931
704	82.54751278
705	82.53259604
706	82.51982184
707	82.49701985
708	82.4795682
709	82.46713002
710	82.45352949
711	82.43811325
712	82.41799567
713	82.38554668
714	82.36612428
715	82.33935098
716	82.32295059
717	82.30665163
718	82.28069308
719	82.25124149
720	82.22615157
721	82.21193969
722	82.18852772
723	82.17307465
724	82.1605496
725	82.14536818
726	82.12579699
727	82.1117567
728	82.09918015
729	82.08390812
730	82.06735405
731	82.0457337
732	82.0244351
733	82.00083498
734	81.97188077
735	81.95641414
736	81.93607017
737	81.90929767
738	81.89801884
739	81.88795916
740	81.86847893
741	81.85096346
742	81.8317074
743	81.80534451
744	81.78740438
745	81.7690681
746	81.73748375
747	81.71518645
748	81.70066063
749	81.67994638
750	81.6536314
751	81.62474778
752	81.59312329
753	81.57846465
754	81.55977159
755	81.5449436
756	81.53313206
757	81.51896584
758	81.51001759
759	81.49108382
760	81.47120957
761	81.4565915
762	81.43516627
763	81.41467317
764	81.39920079
765	81.38827725
766	81.37379082
767	81.35652859
768	81.34214439
769	81.32645614
770	81.30001334
771	81.2883381
772	81.26921699
773	81.2511939
774	81.22923669
775	81.21112719
776	81.18398294
777	81.16054432
778	81.12955164
779	81.10898062
780	81.09210298
781	81.0754763
782	81.05606034
783	81.04618162
784	81.02811131
785	81.01471839
786	80.98958698
787	80.96408514
788	80.94165724
789	80.92886333
790	80.91627316
791	80.89576717
792	80.8766699
793	80.85979029
794	80.84902639
795	80.83448635
796	80.8125804
797	80.79308954
798	80.77811937
799	80.75676004
800	80.72984944
801	80.70854064
802	80.69436812
803	80.67601954
804	80.65439535
805	80.64355376
806	80.62387901
807	80.60745874
808	80.59884182
809	80.58765054
810	80.56843182
811	80.55871502
812	80.53641272
813	80.51527559
814	80.5002421
815	80.48666958
816	80.47041681
817	80.45753913
818	80.43718017
819	80.4199595
820	80.39687925
821	80.36878596
822	80.34702097
823	80.33068383
824	80.31125831
825	80.29858978
826	80.28787615
827	80.25899369
828	80.24030134
829	80.22603043
830	80.20529482
831	80.19239332
832	80.17032379
833	80.15437688
834	80.13519945
835	80.12088087
836	80.10456023
837	80.0850326
838	80.07498485
839	80.05192483
840	80.03559706
841	80.01833541
842	79.99588365
843	79.98683498
844	79.97443886
845	79.95391191
846	79.93707712
847	79.91303977
848	79.88884485
849	79.87084108
850	79.8483265
851	79.82104682
852	79.80561268
853	79.78283099
854	79.77013072
855	79.74877165
856	79.72229626
857	79.70024558
858	79.67715006
859	79.6610351
860	79.64059938
861	79.62582462
862	79.61767127
863	79.59913872
864	79.58420011
865	79.56755384
866	79.55598939
867	79.5416631
868	79.51480686
869	79.49848142
870	79.48130471
871	79.46682296
872	79.45200311
873	79.42975664
874	79.42063722
875	79.40968528
876	79.39497263
877	79.37779658
878	79.36532574
879	79.34730314
880	79.33443622
881	79.32513965
882	79.3097484
883	79.29063993
884	79.27812997
885	79.26208451
886	79.24212748
887	79.22596049
888	79.21094922
889	79.19454987
890	79.17166105
891	79.1602723
892	79.14983153
893	79.13447767
894	79.1151478
895	79.09384315
896	79.07944862
897	79.05611841
898	79.04272315
899	79.03041421
900	79.01055949
901	78.9952986
902	78.97085412
903	78.95801213
904	78.93885638
905	78.91874122
906	78.90335388
907	78.87612502
908	78.8600921
909	78.83438943
910	78.80994825
911	78.78508232
912	78.76019403
913	78.7454468
914	78.72512098
915	78.71461701
916	78.69958624
917	78.68546588
918	78.66410507
919	78.64423244
920	78.62788182
921	78.61431444
922	78.59846949
923	78.58040393
924	78.56201101
925	78.54662718
926	78.53321785
927	78.51056871
928	78.4902447
929	78.47620196
930	78.4556528
931	78.43788074
932	78.42194209
933	78.40581837
934	78.38602098
935	78.37330571
936	78.35147491
937	78.33026721
938	78.31567048
939	78.30310665
940	78.28253348
941	78.27665625
942	78.2592474
943	78.23606129
944	78.21711424
945	78.20204701
946	78.18185354
947	78.15278864
948	78.12946596
949	78.11477276
950	78.09290712
951	78.05904511
952	78.04827157
953	78.03335463
954	78.0180616
955	78.0056323
956	77.98913486
957	77.97903307
958	77.9647284
959	77.9516747
960	77.94570361
961	77.92555397
962	77.91218492
963	77.8992034
964	77.88676791
965	77.87761016
966	77.86204506
967	77.84955582
968	77.83803219
969	77.82449788
970	77.80777526
971	77.78801208
972	77.77088672
973	77.75614508
974	77.73401551
975	77.71163478
976	77.69381404
977	77.67891061
978	77.667026
979	77.65099753
980	77.63547329
981	77.62131769
982	77.60654432
983	77.58845561
984	77.57295455
985	77.55548168
986	77.53841857
987	77.52163578
988	77.50563319
989	77.496274
990	77.4728525
991	77.45411645
992	77.44080653
993	77.42393288
994	77.40221695
995	77.38498292
996	77.37524975
997	77.36127653
998	77.33896994
999	77.31910596
