,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
42,0.32958970113881286,0.031382869365553394,0.33294181527855016,0.2858365567924711,0.3719947998871322,0.353068757463195,0.30410657627271603
43,0.32834716232097716,0.032177099477249914,0.33416005491468165,0.2774348840892001,0.3622318122957246,0.35983815631743815,0.30807090398784126
44,0.3271123515222646,0.035164715883092945,0.3335006537673484,0.27054201636272524,0.3650359059943405,0.35996650289858073,0.3065166785883281
45,0.33127668156806356,0.03262283653117237,0.3344329592834269,0.2824973735386584,0.3688041294284095,0.3626263570276032,0.3080225885622197
46,0.32743246762502687,0.03474515588950722,0.3299586765879022,0.2719080227977322,0.36468341139034816,0.36209381764667015,0.30851840970248184
47,0.3280701718269289,0.034776991657264646,0.3320074552211362,0.27671594743945166,0.368570276992858,0.360941659567626,0.30211551991357255
48,0.33044653815131353,0.033762966150312566,0.3362114112442383,0.28039172297759996,0.36791475318203504,0.36330087306579456,0.30441393028689984
49,0.33089742085186885,0.03125011295908792,0.333360985100039,0.2857541328121922,0.36170319186191274,0.36699539267618325,0.3066734018090172
50,0.3306929264980657,0.03247210018849596,0.3316018709697331,0.28042301747774195,0.3700031694784067,0.35968172625807826,0.31175484830636846
51,0.33108762354064625,0.03342015548124178,0.33092403239257545,0.28116091533751814,0.3670643762676331,0.3672812135281562,0.30900758017734836
52,0.3292815350706656,0.03279618338183349,0.3332029186376763,0.28122231120773805,0.3657110091166868,0.3622567238470041,0.3040147125442228
53,0.3309753166585569,0.031630679359240736,0.3343277818758381,0.2850590043297925,0.36901540977416586,0.35993618018574236,0.30653820712724567
54,0.3324439363856825,0.03255602558448815,0.33792338007858586,0.27997200203619516,0.3690784827518588,0.36129158318021454,0.3139542338815579
55,0.33049128710070513,0.030035480773807806,0.33338185252880437,0.2859346750743062,0.3601725645444595,0.3644497932026613,0.30851755015329413
56,0.3301320924607318,0.03213389511661215,0.3366231392265288,0.28142299855580083,0.3675287178460129,0.3584087647116405,0.30667684196367584
57,0.3319881016236234,0.03252599726131621,0.333622836023491,0.28578939875163945,0.3718191932767903,0.3622381737796987,0.3064709062864976
58,0.3278269597213571,0.03475341328532068,0.3332574581033895,0.272293137920524,0.36054942642976645,0.36570382397528006,0.3073309521778253
59,0.33030694989402554,0.031791098234846896,0.336133214051665,0.2872957920917218,0.36336918742437624,0.3645230201218746,0.3002135357804902
60,0.3277440083421286,0.0306674307670476,0.33142547603531436,0.2810823868361931,0.3604076332667911,0.3592790489912994,0.30652549658104494
61,0.33130063406926996,0.03172797186875725,0.3347487575489983,0.28554115812312025,0.37071339013170723,0.358921821094308,0.3065780434482158
62,0.3312617541117412,0.033372911587755384,0.33096856375717526,0.28089963093895315,0.3693023196945233,0.3650070230967199,0.31013123307133406
63,0.3312801128567478,0.03101723319715014,0.3379112209639456,0.28673894807651346,0.3640904682576118,0.3629240687657147,0.30473585821995336
64,0.33037790801641925,0.030433141414398793,0.33286439391900635,0.2831221951087105,0.362427215740168,0.36207103927408407,0.3114046960401273
65,0.3304206107359788,0.03286403780782661,0.331213597750774,0.28039547850088237,0.3667178504321699,0.3642370737324571,0.30953905326361036
66,0.32834718291479825,0.032499191008404024,0.334195568770675,0.28039700739130785,0.3640243457439228,0.3603176801136916,0.3028013125543941
67,0.328448161783888,0.031686120421538434,0.33578697639714816,0.27861258877930734,0.3575837229517284,0.3629178489020109,0.30733967188924544
68,0.3268435355510496,0.03254461637763674,0.33308501275680424,0.27747199083282265,0.36305321275706665,0.3575449511789833,0.30306251022957137
69,0.32944631585706163,0.03282726772761283,0.33304690261534625,0.2829760546229801,0.3619663680499163,0.36706020060435857,0.3021820533927071
70,0.33213001428355776,0.03059107635237111,0.33924570549534455,0.2906425818251775,0.367080639078701,0.3608708663583,0.30281027866026583
71,0.3298468964684709,0.027123613376797414,0.33437356850820626,0.29099042561964544,0.360031681314259,0.3567027054892416,0.30713610141100217
72,0.3307609343708807,0.03299738305686711,0.3319861178093723,0.2797483245267614,0.3660389872085212,0.36531531925539146,0.3107159230543572
73,0.32839663017781806,0.031100169875707514,0.33528984314593213,0.27978326434223605,0.3645802412777186,0.3546249388812704,0.3077048632419332
74,0.3319524155638567,0.03031562140449149,0.33566421275968916,0.2869627875160045,0.36457552230688944,0.36325774285969653,0.30930181237700377
75,0.3284869227109005,0.030645114868019213,0.33210363398116804,0.2793951662496783,0.36164764439183045,0.35806500918458223,0.3112231597472434
76,0.32850283918504775,0.030174563152838833,0.33077383903406715,0.28298900533257904,0.3625841252827691,0.35830616012438504,0.3078610661514383
77,0.3300323457150466,0.03241017151066154,0.33284718662255114,0.2803466826044843,0.36209592739088653,0.3660524575768838,0.3088194743804274
78,0.3274322805734491,0.03361724996729356,0.3328207398233827,0.27393156756419584,0.36186798957561345,0.3614725170217574,0.307068588882296
79,0.3293320167076166,0.03062955213582043,0.3358580249875165,0.2836868917727183,0.36515591329792,0.3562382916023709,0.3057209618775572
80,0.328077795070323,0.030599569697506802,0.33504107798540367,0.28062515445849745,0.36174507702063313,0.35623425358762745,0.3067434122994532
81,0.32962425912400695,0.028908300183336053,0.3348156880098179,0.288638531755151,0.35910830864690224,0.3609081012995318,0.304650665908632
82,0.330999758549231,0.027910473605370436,0.3389056870553813,0.2903380007775887,0.3629151146871461,0.35550471307698245,0.3073352771490565
83,0.33071369917271476,0.03003862116084446,0.3357840057267156,0.2884599806570791,0.36360723112769794,0.3612251959777068,0.3044920823743743
84,0.3290613701402831,0.028226772928837292,0.3388833647225747,0.2881232922417618,0.3565994292808425,0.35774471174709827,0.3039560527091382
85,0.3282940441631807,0.03330643629261164,0.33536499635714656,0.2792122943549408,0.36644383983527495,0.3587264431901868,0.30172264707835433
86,0.33063461124094984,0.033108918270313765,0.34060664802314217,0.27967523831720087,0.36694510281659415,0.35994816005533,0.3059979069924818
87,0.3300437246110601,0.030425647080864905,0.3367821723933066,0.28269538193370214,0.36413161983319453,0.35736792174235715,0.30924152715274
88,0.329518177037275,0.03099901316119766,0.3341392085825863,0.28450881304852954,0.3621454380087435,0.3622330849003703,0.3045643406461454
89,0.32751099220875013,0.034579563175824266,0.3364079471158536,0.2714820436067748,0.36238507547576165,0.3607416281025671,0.30653826674279333
90,0.32898575139938374,0.029150678412200356,0.3376004667887888,0.2817823624135316,0.3570569348083216,0.35772999061788574,0.31075900236839077
91,0.33140245617696745,0.030401570232347526,0.33725391122714116,0.2853493764261336,0.36073661701183396,0.3646445304273951,0.30902784579233344
92,0.33049135987933065,0.031322732036804204,0.33536458762425464,0.28500849362606256,0.3671771109081763,0.35946797986139584,0.3054386273767639
93,0.3309755671564927,0.031753061619690624,0.33476521841900425,0.2837284475514499,0.36681804367435383,0.36199478545345776,0.3075713406841977
94,0.32972292238444323,0.03143852807140207,0.33449667422618923,0.2827108378699909,0.36172929118861696,0.36340659807502135,0.3062712105623977
95,0.32716233847580517,0.03445392172739569,0.33256719988024713,0.2752429888535947,0.35948391705783195,0.3663923305716874,0.3021252560156646
96,0.3273338789050527,0.03401089577176934,0.3343744240023396,0.27376850308033324,0.35897934861147746,0.3643772158480265,0.3051699029830868
97,0.32875565964524844,0.03440480946001352,0.33572595363517194,0.2734482558705462,0.3657331607404905,0.3606947929728463,0.30817613500718716
98,0.32722983655148635,0.030961846368582294,0.3328625375645528,0.2805462683324432,0.3568615412698484,0.3615651075679292,0.30431372802265827
99,0.32863487541415903,0.03223530422260907,0.33939454054424245,0.2816247307997698,0.3617438874135792,0.35994370775660006,0.3004675105566038
100,0.3291516511938931,0.030955860366799384,0.332924442172496,0.2822159133984987,0.36009790712642986,0.3630253932364194,0.30749460003562173
101,0.32821251285359926,0.032797570121908405,0.3352240655661521,0.2769338333475306,0.36553179875824043,0.3570130284031783,0.306359838192895
102,0.32776632226488045,0.03251480381026928,0.3344251321923279,0.27703953637448603,0.3599717708561208,0.3616347035624028,0.30576046833906495
103,0.33129653582637764,0.03154871667832783,0.33413266520939233,0.2830915408707644,0.36333677542046355,0.3656144142567767,0.31030728337449115
104,0.3278621826039982,0.031690445583790416,0.33330671836671,0.28081476671111794,0.36388695625968714,0.35771576467292915,0.3035867070095469
105,0.32913286347647835,0.03273415876611975,0.3364949162422453,0.279367800851512,0.36396981352201285,0.3610639728258577,0.30476781394076374
106,0.3281791303127021,0.029758379082254705,0.33552066157592897,0.28421139736946727,0.35371256546282065,0.3631131381954234,0.3043378889598704
107,0.3296490510122328,0.03003954505986347,0.3330878600155211,0.2861485326325964,0.3604307271443419,0.3627247822934787,0.3058533529752259
108,0.3271299925713671,0.03283820576863445,0.3350670809692146,0.2744778553235885,0.35459455998930217,0.3645076405191918,0.3070028260555384
109,0.3268256817263109,0.03227672017039728,0.33123393296998666,0.2762650210738305,0.36109037376499614,0.3591171418914498,0.30642193893129127
110,0.3298267634458975,0.028915562312255987,0.3346610213788462,0.28565623797117573,0.35868628371671996,0.36073993330006543,0.30939034086268047
111,0.32778319141427537,0.03310260325538322,0.3391634348000682,0.2755482611788385,0.36009115714372936,0.35981070449851504,0.3043023994502256
112,0.327327646499469,0.0291412594453938,0.3357475299197891,0.282810783437819,0.3525797924097475,0.36010827414582075,0.30539185258416857
113,0.32720781863421955,0.03337590421277826,0.3336888709065768,0.27502882016320856,0.3615583944934923,0.3608167818715682,0.3049462257362518
114,0.3277438707256605,0.03186767151295845,0.33438029679331915,0.27910321349994743,0.3598101008765018,0.36091004931406756,0.30451569314446675
115,0.32833761678749246,0.028717546896334597,0.3350400665582309,0.28516513575139785,0.3548206710134243,0.3603817941214292,0.30628041649298016
116,0.32598273670464384,0.03165128284687314,0.3364622047777866,0.27615638146062554,0.35377462401110266,0.35984391152348755,0.303676561750217
117,0.32786350454271995,0.028812570680121496,0.33883157788621254,0.2833475052018024,0.3575660731026833,0.35386119468227806,0.3057111718406233
118,0.32969742592559176,0.03263291804745383,0.33641656590692887,0.27599432067300816,0.3619640743587292,0.36201535153176523,0.3120968171575274
119,0.32855531075598343,0.03124096711443311,0.335021182847316,0.28339878748612757,0.3608255047855011,0.36123666484173134,0.3022944138192412
120,0.3306644879997401,0.027493369073728086,0.33672358431997873,0.2896905002675417,0.35987777691859657,0.3579506735411376,0.3090799049514458
121,0.3277099340587019,0.03195143327998081,0.338132945123306,0.28217907244911383,0.3625015372894563,0.357127810475477,0.2986083049561565
122,0.3293855841965697,0.03104693086977666,0.33567709114046235,0.28150349767342003,0.3612080310916895,0.360980191325637,0.30755910975163964
123,0.3265650947683008,0.03033089002585395,0.33410122965716904,0.2763935875102848,0.3554736802634561,0.3568370584833507,0.3100199179272433
124,0.32628425586754783,0.030588612979664788,0.33339203776759696,0.2828257237580536,0.35742035936352673,0.3585234744755345,0.2992596839730272
125,0.3273126601500574,0.02916009223261366,0.3382064562841351,0.28342437987673275,0.35259024039010606,0.3589016691606417,0.30344055503867146
126,0.3295459000866824,0.02914058725710096,0.33727857703910363,0.2849155227610774,0.3606637846962795,0.3570242033783076,0.30784741255864373
127,0.327587496281246,0.03505108077453798,0.3339170034162365,0.27407955768324244,0.3666746273420898,0.3606089189316517,0.30265737403300963
128,0.32741257641757526,0.03054896663030155,0.33611811497931404,0.2829988060989399,0.35790403293996054,0.35895615992625146,0.3010857681434105
129,0.3259619254638183,0.028849719475044455,0.333270561268723,0.2775651357538655,0.35249307369493327,0.35510376660751214,0.3113770899940578
130,0.3260540913845775,0.03412580405795739,0.3317723350841348,0.274140273132026,0.3655065060054734,0.35695639558819464,0.3018949471130588
131,0.3281195429412735,0.03129303541447479,0.336773637864586,0.27602651309946485,0.36067481050092703,0.3557944674623547,0.311328285779035
132,0.32799699950083233,0.0317376726651629,0.33644328089941,0.28041127471434996,0.36347892749849936,0.35661197132038286,0.30303954307151965
133,0.32755677410970546,0.032446839277404674,0.3342245742241379,0.2776740159062461,0.36295882377215655,0.3583650115517512,0.3045614450942356
134,0.3275735039320556,0.03230797520021099,0.3402686529263024,0.27587184910383505,0.3573076578187801,0.3592068114667221,0.30521254834463823
135,0.32704724254884315,0.03050214696239468,0.33796054982684604,0.2754976257807489,0.35920028734021847,0.3513592560924596,0.3112184937039426
136,0.32747006884411883,0.030790251678057996,0.33623553476766377,0.2814874775815893,0.3569442585364291,0.36006662601182987,0.30261644732308207
137,0.3280689855287742,0.03268576059170293,0.33798273487314073,0.2764366706144034,0.3612096862169197,0.35921420617883587,0.30550162976057127
138,0.32563349286969834,0.02928654570248337,0.3320893694834271,0.2812988470258084,0.3531930006074992,0.35789016759985987,0.30369607963189726
139,0.3276489797673618,0.029910525858215898,0.3328205863735963,0.28075738334567635,0.3564712790512057,0.3599215574239248,0.3082740926424059
140,0.3267332367890223,0.03348132514336445,0.33699006882060534,0.27327028493293226,0.3598219773712988,0.3591365822646276,0.3044472705556477
141,0.32624966110084697,0.031016895433468895,0.3352860734442366,0.27592919374248925,0.3549715400762487,0.3579530067224665,0.30710849151879366
142,0.32479515420239324,0.028618652076285795,0.3371640706150854,0.28166421955238263,0.35081700321360704,0.3535612365063964,0.3007692411244946
143,0.32652655696469585,0.026773990602612027,0.3343479775587286,0.2879484656144801,0.3509843817854992,0.3562914471139467,0.3030605127508246
144,0.32659762477297377,0.030016850107093974,0.338342353973866,0.2789339927949163,0.3543631381878969,0.35608232370645904,0.30526631520173075
145,0.32594604190004095,0.03338430534957886,0.3379411219636233,0.27450595051264265,0.36066275363674455,0.356293810012105,0.30032657337508956
146,0.32629223813859976,0.030773841140469518,0.3369831204026546,0.2780292175570442,0.3557620167095629,0.35670855036220933,0.3039782856615277
147,0.32624431814493965,0.029481631866753174,0.33392355606659113,0.28121641791843927,0.35597135733472124,0.35600324297997293,0.30410701642497373
148,0.32479159940176733,0.032510768773371834,0.33453994835836953,0.2729834273462998,0.3529875208385418,0.360135867647561,0.3033112328180645
149,0.32796259986695175,0.025525101381827685,0.33463107517777263,0.2918478628823043,0.35482314080442934,0.35358732799126574,0.30492359247898687
150,0.3243321600865176,0.034526047739140656,0.33211856319383776,0.2733542750068206,0.35966403436804945,0.3600553513348707,0.29646857652900954
151,0.3258000118842484,0.029126844160129874,0.33827097207575046,0.28066085110641287,0.3544666904529325,0.35248894840715295,0.3031125973789932
152,0.3270772802801517,0.027217502487811327,0.33680293530278677,0.282437440992499,0.3526140708051238,0.35322015115115946,0.3103118031491894
153,0.3260965631088387,0.03296831813414022,0.3357918055519829,0.27091023924282903,0.3562477052439488,0.35894860667809353,0.30858445882733915
154,0.32400345566631344,0.028846651576054216,0.33272126858770856,0.27888751090589875,0.35099566139982014,0.3539688701904036,0.30344396724773604
155,0.32684497682221636,0.031315651993329766,0.34007914381637033,0.2757625469332891,0.35733264083049093,0.35463135034218923,0.30641920218874213
156,0.32786725593727634,0.030920736259325392,0.3379568754546904,0.2840897814530164,0.3597034918993525,0.3583475218985879,0.29923860898073457
157,0.3258064731456215,0.03149518561428514,0.33467390644811806,0.27792854049278654,0.3534899361255161,0.3611202929893414,0.3018196896723452
158,0.3238172413692817,0.028501507233496808,0.33231799660757994,0.2810284419337402,0.35076726329987334,0.3539938779026372,0.3009786271025779
159,0.3242912157393418,0.030485566536525323,0.33813061108364423,0.27580866869089565,0.3524902663730059,0.3528984285502165,0.30212810399894663
160,0.32426425122580904,0.031436833535712236,0.3351851144489761,0.276235227555976,0.3526838136751169,0.35750407538111,0.29971302506786607
161,0.32673201314759864,0.028023199685487714,0.3329323786420355,0.2852170198471777,0.35295657877767644,0.35806805900168004,0.3044860294694233
162,0.32751063525416735,0.030114642097433374,0.3313580419393101,0.2835198080719388,0.36003274233631816,0.35868671970137367,0.3039558642218961
163,0.324615971766771,0.024654504706782234,0.33638300503800006,0.28648827585753184,0.3479391004592616,0.34732975119633935,0.30493972628272215
164,0.3259852543395112,0.03140792543949401,0.33412561608445085,0.27951053830065015,0.3564636256161337,0.35946265220068435,0.30036383949563694
165,0.3266915365325382,0.03082792737585605,0.33441883058292277,0.2807744716783867,0.3575960109207052,0.3586369523095474,0.3020314171711289
166,0.3237873638506491,0.030363703993719307,0.33331108764782325,0.2737613675428488,0.353187524054637,0.35268872097294257,0.30598811903499407
167,0.3248876194189036,0.02912323076150254,0.33264617102621274,0.28169300187275353,0.35623050711067483,0.3526644347268024,0.3012039823580745
168,0.3262561022160896,0.02989601429386495,0.3380020103476751,0.283994924653092,0.35380558591563666,0.35758453806445717,0.2978934520995871
169,0.326039382737551,0.030566755588236367,0.3373175939965644,0.2785545491215496,0.35193549747666636,0.35917555165806014,0.3032137214349145
170,0.32393143046695616,0.029352762542835833,0.32884732219081,0.2798364095019112,0.35095047624269976,0.3577190869432579,0.30230385745610217
