,Model,Iter_n,loss,root_mean_squared_error,mean_absolute_error,val_loss,val_root_mean_squared_error,val_mean_absolute_error
0,data_raw_DNN_no_optim,1,1.0511075258255005,1.0252352952957153,0.7216088771820068,0.9832032322883606,0.991566002368927,0.6958865523338318
1,data_raw_DNN_no_optim,1,1.0120534896850586,1.0060087442398071,0.7109045386314392,0.9137424230575562,0.9558987021446228,0.6854797601699829
2,data_raw_DNN_no_optim,1,0.9456685781478882,0.9724550247192383,0.6980959177017212,0.8370835781097412,0.914922833442688,0.6595693826675415
3,data_raw_DNN_no_optim,1,0.8869670033454895,0.9417890906333923,0.6688433289527893,0.7893195152282715,0.8884366750717163,0.6358000040054321
4,data_raw_DNN_no_optim,1,0.8433685302734375,0.918350875377655,0.6452553272247314,0.7689211368560791,0.8768815398216248,0.6196893453598022
5,data_raw_DNN_no_optim,1,0.808229923248291,0.8990160822868347,0.6231370568275452,0.7563516497612,0.8696846961975098,0.6038467288017273
6,data_raw_DNN_no_optim,1,0.7801110148429871,0.8832389116287231,0.6053539514541626,0.7380999326705933,0.8591275215148926,0.6010512113571167
7,data_raw_DNN_no_optim,1,0.7579849362373352,0.8706234693527222,0.5936598181724548,0.7289669513702393,0.85379558801651,0.5951947569847107
8,data_raw_DNN_no_optim,1,0.7370826005935669,0.8585351705551147,0.5834691524505615,0.7245178818702698,0.851186215877533,0.5908405780792236
9,data_raw_DNN_no_optim,1,0.717494785785675,0.8470507264137268,0.5735650658607483,0.7197409272193909,0.8483754992485046,0.5857813358306885
10,data_raw_DNN_no_optim,1,0.6964893937110901,0.8345593810081482,0.5658466219902039,0.7156085968017578,0.8459364771842957,0.5924295783042908
11,data_raw_DNN_no_optim,1,0.6792270541191101,0.8241522908210754,0.5565462112426758,0.7097179293632507,0.8424476385116577,0.5820229649543762
12,data_raw_DNN_no_optim,1,0.6601116061210632,0.812472403049469,0.5472738742828369,0.7081089615821838,0.8414920568466187,0.5892689824104309
13,data_raw_DNN_no_optim,1,0.6396468877792358,0.7997791767120361,0.5380452871322632,0.7066636681556702,0.8406328558921814,0.5929362177848816
14,data_raw_DNN_no_optim,1,0.6197623610496521,0.7872498631477356,0.5300605297088623,0.7085528373718262,0.8417558073997498,0.5847170352935791
15,data_raw_DNN_no_optim,1,0.6006823778152466,0.7750369310379028,0.5200663208961487,0.705068826675415,0.8396837115287781,0.5796455144882202
16,data_raw_DNN_no_optim,1,0.5860470533370972,0.7655372023582458,0.5139491558074951,0.6969263553619385,0.8348212242126465,0.5825925469398499
17,data_raw_DNN_no_optim,1,0.570375919342041,0.7552323341369629,0.5054968595504761,0.692006528377533,0.8318692445755005,0.5772170424461365
18,data_raw_DNN_no_optim,1,0.5585803389549255,0.7473823428153992,0.500748336315155,0.6942112445831299,0.833193302154541,0.5849738121032715
19,data_raw_DNN_no_optim,1,0.5472725629806519,0.7397785782814026,0.4955320656299591,0.6922023296356201,0.8319869637489319,0.5779576897621155
20,data_raw_DNN_no_optim,1,0.5365731120109558,0.7325114011764526,0.4908263683319092,0.6921523213386536,0.8319568634033203,0.5859024524688721
21,data_raw_DNN_no_optim,1,0.5277857780456543,0.7264886498451233,0.4865950345993042,0.6923433542251587,0.8320716619491577,0.5772839784622192
22,data_raw_DNN_no_optim,1,0.5201582312583923,0.7212199568748474,0.4813254177570343,0.691385805606842,0.8314961791038513,0.5741655230522156
23,data_raw_DNN_no_optim,1,0.5138483047485352,0.7168321013450623,0.47836562991142273,0.6954174637794495,0.8339168429374695,0.5804831981658936
24,data_raw_DNN_no_optim,1,0.5074517130851746,0.7123565077781677,0.47497156262397766,0.6939095258712769,0.8330124020576477,0.5805950164794922
25,data_raw_DNN_no_optim,1,0.5010290145874023,0.707834005355835,0.47183477878570557,0.6858777403831482,0.828177273273468,0.5783254504203796
26,data_raw_DNN_no_optim,1,0.49601244926452637,0.7042815089225769,0.47021159529685974,0.6892226934432983,0.8301944136619568,0.5736017227172852
27,data_raw_DNN_no_optim,1,0.4912949800491333,0.7009244561195374,0.46698111295700073,0.6845829486846924,0.8273953795433044,0.5675071477890015
28,data_raw_DNN_no_optim,1,0.48873770236968994,0.6990979313850403,0.4648350477218628,0.6974009275436401,0.8351053595542908,0.5819703340530396
29,data_raw_DNN_no_optim,1,0.48410797119140625,0.6957786083221436,0.46296077966690063,0.6891316175460815,0.8301395773887634,0.5722829699516296
30,data_raw_DNN_no_optim,1,0.4782457649707794,0.6915531754493713,0.4597320258617401,0.6927201747894287,0.8322980403900146,0.5757677555084229
31,data_raw_DNN_no_optim,1,0.47564682364463806,0.689671516418457,0.45839107036590576,0.6876386404037476,0.8292398452758789,0.5731003880500793
32,data_raw_DNN_no_optim,1,0.47150516510009766,0.6866623163223267,0.4561214745044708,0.6911584734916687,0.8313595056533813,0.5702218413352966
0,data_raw_DNN_no_optim,2,1.1178486347198486,1.057283639907837,0.7119932770729065,1.4412461519241333,1.2005189657211304,0.7425627112388611
1,data_raw_DNN_no_optim,2,1.0444570779800415,1.021986961364746,0.6940904259681702,1.3205264806747437,1.149141788482666,0.7121766805648804
2,data_raw_DNN_no_optim,2,0.9400456547737122,0.9695595502853394,0.6510540246963501,1.2017921209335327,1.096262812614441,0.6656045317649841
3,data_raw_DNN_no_optim,2,0.87153160572052,0.9335587024688721,0.6134211421012878,1.1512491703033447,1.0729626417160034,0.6414747834205627
4,data_raw_DNN_no_optim,2,0.8352179527282715,0.9139026999473572,0.5967733860015869,1.123988151550293,1.0601832866668701,0.6304701566696167
5,data_raw_DNN_no_optim,2,0.8073065876960754,0.8985024094581604,0.5855628848075867,1.1015948057174683,1.049568772315979,0.6278766393661499
6,data_raw_DNN_no_optim,2,0.7832764983177185,0.8850292563438416,0.572688639163971,1.07880699634552,1.03865647315979,0.6248441934585571
7,data_raw_DNN_no_optim,2,0.7593908309936523,0.871430516242981,0.5639364719390869,1.0600731372833252,1.0295984745025635,0.6212855577468872
8,data_raw_DNN_no_optim,2,0.7353425621986389,0.8575210571289062,0.5532291531562805,1.0455490350723267,1.022520661354065,0.6099606156349182
9,data_raw_DNN_no_optim,2,0.7126843929290771,0.8442062139511108,0.5437965393066406,1.032614827156067,1.0161765813827515,0.6020602583885193
10,data_raw_DNN_no_optim,2,0.6910735964775085,0.831308126449585,0.533900260925293,1.0200303792953491,1.0099655389785767,0.6026256084442139
11,data_raw_DNN_no_optim,2,0.6735360026359558,0.8206924200057983,0.5272162556648254,1.0257214307785034,1.0127791166305542,0.5879873633384705
12,data_raw_DNN_no_optim,2,0.6583700180053711,0.8113999366760254,0.519853413105011,1.0165348052978516,1.0082334280014038,0.5908572673797607
13,data_raw_DNN_no_optim,2,0.6446458101272583,0.8028987050056458,0.5139080882072449,0.9997422099113464,0.9998710751533508,0.5897407531738281
14,data_raw_DNN_no_optim,2,0.633314311504364,0.795810341835022,0.5098733901977539,0.9971165657043457,0.998557448387146,0.5816267132759094
15,data_raw_DNN_no_optim,2,0.6245331764221191,0.7902741432189941,0.5045126080513,0.9930230379104614,0.9965053200721741,0.584637463092804
16,data_raw_DNN_no_optim,2,0.6153504848480225,0.7844428420066833,0.5026797652244568,1.0005017518997192,1.0002509355545044,0.5783689022064209
17,data_raw_DNN_no_optim,2,0.6072766780853271,0.7792795896530151,0.4993045926094055,0.9821939468383789,0.9910569787025452,0.5887449383735657
18,data_raw_DNN_no_optim,2,0.6022147536277771,0.7760250568389893,0.49718594551086426,0.9866320490837097,0.9932936429977417,0.5766447186470032
19,data_raw_DNN_no_optim,2,0.5952067971229553,0.7714965343475342,0.4943307638168335,0.9852892756462097,0.9926173090934753,0.5821157097816467
20,data_raw_DNN_no_optim,2,0.5878071188926697,0.7666859030723572,0.4910973310470581,0.9851290583610535,0.9925367832183838,0.5823021531105042
21,data_raw_DNN_no_optim,2,0.5822795629501343,0.7630724310874939,0.4885476529598236,0.9685444235801697,0.9841467142105103,0.5873599648475647
22,data_raw_DNN_no_optim,2,0.5769373774528503,0.7595638632774353,0.487740695476532,0.9756938219070435,0.9877721667289734,0.5757937431335449
23,data_raw_DNN_no_optim,2,0.5723122358322144,0.7565134167671204,0.485228031873703,0.9735259413719177,0.9866741299629211,0.5784465670585632
24,data_raw_DNN_no_optim,2,0.5684023499488831,0.7539246082305908,0.4834878742694855,0.9641351699829102,0.9819037914276123,0.5754839181900024
25,data_raw_DNN_no_optim,2,0.562027096748352,0.7496849298477173,0.48119184374809265,0.9654131531715393,0.9825544357299805,0.5834248065948486
26,data_raw_DNN_no_optim,2,0.5585578083992004,0.7473673820495605,0.47874441742897034,0.9672737121582031,0.9835007190704346,0.5751044750213623
27,data_raw_DNN_no_optim,2,0.5537082552909851,0.744115948677063,0.4771707355976105,0.9619916677474976,0.9808116555213928,0.5757762789726257
28,data_raw_DNN_no_optim,2,0.5498427748680115,0.7415139079093933,0.4755774140357971,0.953330934047699,0.9763867259025574,0.5806472301483154
29,data_raw_DNN_no_optim,2,0.5460698008537292,0.7389654517173767,0.47504642605781555,0.9595373272895813,0.9795597791671753,0.5801277756690979
30,data_raw_DNN_no_optim,2,0.5428085327148438,0.7367554306983948,0.4726313650608063,0.9569013714790344,0.9782134294509888,0.578692615032196
31,data_raw_DNN_no_optim,2,0.5392881631851196,0.7343623042106628,0.4711002707481384,0.9546618461608887,0.9770679473876953,0.5823487639427185
32,data_raw_DNN_no_optim,2,0.5361814498901367,0.7322440147399902,0.47142094373703003,0.9514693021774292,0.975432813167572,0.5744740962982178
33,data_raw_DNN_no_optim,2,0.5318462252616882,0.7292777299880981,0.46867117285728455,0.9483082890510559,0.9738113284111023,0.5749854445457458
34,data_raw_DNN_no_optim,2,0.5302916169166565,0.7282113432884216,0.4678679406642914,0.9482056498527527,0.9737587571144104,0.57750403881073
35,data_raw_DNN_no_optim,2,0.5267128944396973,0.7257500290870667,0.4653618037700653,0.9497635364532471,0.9745581150054932,0.5855234861373901
36,data_raw_DNN_no_optim,2,0.5253041982650757,0.7247788310050964,0.4661133289337158,0.9461440443992615,0.9726993441581726,0.5714223384857178
37,data_raw_DNN_no_optim,2,0.5210657715797424,0.7218488454818726,0.4634578227996826,0.9468645453453064,0.9730695486068726,0.5706684589385986
38,data_raw_DNN_no_optim,2,0.5210472345352173,0.7218360304832458,0.4635457992553711,0.9441202878952026,0.9716585874557495,0.566997230052948
39,data_raw_DNN_no_optim,2,0.5178599953651428,0.719624936580658,0.46224385499954224,0.9393242597579956,0.969187319278717,0.578792929649353
40,data_raw_DNN_no_optim,2,0.5147532224655151,0.7174630165100098,0.46071484684944153,0.9487375617027283,0.9740317463874817,0.565214216709137
41,data_raw_DNN_no_optim,2,0.5130676031112671,0.7162873148918152,0.46000760793685913,0.9469919800758362,0.9731351733207703,0.5711662173271179
